"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","FR3","FR2","FR1","FR5","FR6","FR4","FR8","FR9","FR7","FR10","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","OS21","OS3","OS22","OS17","OS5","OS12","OS16","OS6","OS14","OS15","OS11","OS8","OS2","OS4","OS13","OS18","OS20","OS19","OS1","OS9","OS7","OS10","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Children","Age","Gender","Country","Education","OrganizationSize","Disabilities","Timestamp"
11,"Japanese",0,0,0,0,1,0,0,2,1,1,0,-1,1,1,1,1,-1,0,4,3,4,4,1,3,1,3,3,3,-1,"helpful","helpful","yes","helpful","yes","helpful","helpful","helpful","helpful","helpful","yes","yes","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",3,4,5,5,5,2,0,1,2,2,2,2,2,2,2,3,2,1,1,3,3,3,3,3,3,-1,6,7,2,1,13,5,1,6,3,5,"Male","Japan",2,3,0,2020-04-09 14:40:45
12,"Japanese",1,0,0,0,0,0,1,2,1,1,0,-1,1,0,1,1,-1,,3,2,3,4,3,3,3,3,3,3,3,"both","yes","yes","helpful",,,"helpful","helpful","helpful",,"helpful","helpful","yes","helpful",,"yes","yes","yes","yes","yes","helpful",,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0,2,3,8,10,7,1,18,4,1,4,2,5,"Male","Japan",1,1,0,2020-04-09 14:52:00
13,"Japanese",1,0,0,0,0,0,1,2,1,1,0,-1,0,1,1,1,1,3,3,4,4,4,1,2,-1,2,3,2,-1,,,,,,"both",,,,,"both",,,,,"both","both","both",,"both",,,1,4,4,4,4,4,1,4,4,4,2,1,2,2,3,3,2,0,2,3,3,3,3,2,3,0,5,8,5,1,10,1,1,3,1,5,"Male","Japan",4,3,0,2020-04-10 03:11:09
14,"Japanese",0,0,0,0,0,0,1,2,-1,-1,-1,0,-1,-1,1,1,0,,3,0,2,3,0,3,1,3,3,3,-1,,"yes","yes",,"yes",,,"yes",,,"yes",,"yes",,,,,,"yes","yes",,,5,4,5,4,4,1,1,5,0,2,1,0,1,1,1,2,1,-2,0,4,3,2,4,3,0,-3,5,3,1,1,1,0,1,1,0,3,"Male","Japan",3,1,0,2020-04-10 03:27:34
15,"Japanese",1,0,0,0,0,0,1,2,1,-1,-1,-1,-1,1,1,0,1,,2,4,3,4,3,-1,-1,2,-1,2,-1,,"helpful",,"helpful","helpful",,"helpful","helpful","helpful","helpful","yes",,"helpful","helpful",,"yes","yes","yes","helpful","yes","helpful","helpful",5,5,5,5,5,5,3,5,3,5,2,0,4,4,4,2,2,3,2,1,1,1,1,1,0,0,5,7,7,1,10,1,1,4,2,4,"Male","Japan",2,1,0,2020-04-10 03:57:13
16,"Japanese",0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,-1,0,,1,0,3,3,1,3,-3,2,-2,2,-1,,,,,,"yes",,"both",,,"both",,,,,"both","both","both",,"both",,,2,2,4,3,2,3,3,3,3,3,2,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,7,7,8,1,7,0,1,2,0,4,"Male","Japan",2,3,0,2020-04-09 16:40:51
17,"Japanese",1,0,0,0,0,0,1,2,1,-1,1,-1,-1,1,1,1,-1,1,3,3,0,3,0,1,-3,3,-3,3,-2,,,"both",,"both","both",,"both",,,"both",,,,,"both","both","both","both","both",,,3,2,3,1,1,3,3,3,3,3,1,0,3,3,3,3,3,-3,2,2,3,3,2,3,0,0,7,7,6,1,18,0.00819672131147541,1,1,0,6,"Male","Japan",3,2,0,2020-04-09 16:56:13
18,"Japanese",0,0,0,0,0,0,1,2,1,1,0,-1,0,1,0,1,-1,1,3,1,3,3,3,2,-1,2,1,2,-1,,"both",,,"yes",,,,,,,,"both","yes",,"both",,"yes",,"yes","yes",,3,2,4,3,2,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,3,0,5,6,4,1,10,0,1,1,0,5,"Male","Japan",4,6,0,2020-04-09 23:38:17
19,"Japanese",0,0,0,0,0,0,1,2,0,-1,1,-1,-1,1,1,1,1,,0,3,0,2,0,-2,3,3,3,3,-2,"both","both",,,,"both",,,,,"both",,,,"both","both","yes","both","yes","both","both",,2,5,5,5,5,3,3,5,5,5,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,10,10,10,1,8,,1,1,,5,"Male","Japan",4,3,1,2020-04-09 23:44:55
20,"Japanese",1,0,0,0,0,0,1,2,1,0,0,0,0,1,1,1,1,,4,1,4,4,0,-2,-3,3,-3,3,-3,,"yes",,,,"yes",,,,,"yes",,,"yes","yes","yes","yes","yes","yes","yes",,,4,4,3,4,4,5,5,5,5,4,3,0,2,1,0,1,1,1,2,2,2,2,1,1,1,1,8,8,9,0,20,0.083,1,5,2,7,"Male","Japan",2,2,0,2020-04-09 23:51:00
21,"Japanese",1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,-99,3,2,4,-99,3,-1,3,1,3,-3,"both","both","both",,"both","both",,"helpful","helpful",,"both","both","both","both",,"both","both","both","both","both","both",,4,4,5,5,4,3,3,5,3,2,2,0,1,2,0,1,1,1,1,2,2,2,1,2,0,0,7,7,7,1,15,0,1,3,1,7,"Male","Japan",2,2,0,2020-04-10 00:00:10
22,"Japanese",0,0,0,0,0,0,1,2,1,0,0,-1,-1,-1,0,0,1,2,2,3,4,3,3,2,-2,2,-3,2,-1,,"yes",,,"helpful","helpful",,"helpful",,,,,"helpful",,,"yes","helpful","helpful",,"yes","yes",,3,1,3,3,3,3,2,3,4,3,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,8,7,7,1,15,0.01,1,4,1,7,"Male","Japan",2,2,0,2020-04-10 00:08:48
23,"Japanese",1,0,0,0,0,0,1,2,-1,-1,-1,1,-1,-1,1,1,-1,,4,4,4,4,0,3,1,3,3,3,3,"yes","helpful","yes","helpful","yes","both","helpful","yes","helpful","yes","yes","yes","helpful","helpful","helpful","yes","yes","helpful","helpful","yes","yes","helpful",3,5,3,5,5,5,5,5,5,5,2,0,2,1,2,1,2,0,2,2,2,2,2,2,1,0,10,8,8,1,1,0,1,2,0,2,"Male","Japan",2,2,0,2020-04-10 00:18:02
24,"Japanese",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,1,1,1,-1,,1,4,4,4,3,2,-3,1,-3,3,1,,"both",,,,,,,,,"both",,"both","both",,"both","both","both","both","both",,,3,4,3,4,4,4,2,2,4,4,2,0,1,1,2,1,2,0,2,1,1,1,2,2,0,0,7,7,7,1,18,0,1,3,1,6,"Male","Japan",2,2,0,2020-04-10 00:23:52
25,"Japanese",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,0,0,0,-1,,3,3,2,2,1,1,-1,1,1,2,2,"yes","yes",,"helpful","yes","yes",,"yes",,,"yes","yes","yes",,"yes","yes","yes","yes","yes","yes","helpful",,3,3,3,3,3,3,3,3,3,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,7,7,1,10,0,1,3,1,5,"Female","Japan",2,2,0,2020-04-10 00:33:19
26,"Japanese",0,0,0,0,0,0,1,2,1,0,-1,-1,0,0,0,0,-1,,3,3,2,4,3,3,3,2,3,3,1,"yes","yes",,,"yes",,,"yes",,,"yes",,,,,"yes","both","both","both","yes","yes",,4,4,4,4,4,4,4,2,2,4,2,2,2,2,2,2,1,1,2,3,3,3,2,2,3,1,6,6,5,1,20,1,1,1,0,6,"Male","Japan",3,2,0,2020-04-10 01:01:48
27,"Japanese",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,0,1,1,1,0,2,4,3,4,1,3,-3,3,-2,2,1,"both","both",,,,"both",,,,,,,,,"both","both","both","both","both","yes",,,4,3,4,3,3,4,4,4,4,5,3,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,7,8,7,1,5,2,1,1,0,3,"Male","Japan",1,1,0,2020-04-10 01:04:26
28,"Japanese",1,0,0,0,0,0,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,3,3,2,2,0,1,2,3,3,2,1,"helpful","both",,,"both",,,"helpful","helpful",,"yes",,"both","helpful",,"both","helpful","both","both",,"helpful",,3,4,5,4,4,4,3,5,4,4,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,5,5,6,1,30,0,1,2,0,9,"Male","Japan",1,3,1,2020-04-10 01:17:35
29,"Japanese",1,0,0,0,0,0,1,2,1,1,1,-1,0,0,0,1,-1,0,3,3,3,4,2,3,1,2,1,3,2,"yes",,"yes",,"yes","yes","yes","yes",,,"yes","yes",,,,"yes","yes","yes","yes","yes","yes",,3,3,3,3,3,3,3,3,3,3,2,3,0,2,2,2,2,0,2,1,1,1,1,1,1,1,8,7,8,0,10,0,1,4,2,4,"Male","Japan",2,3,0,2020-04-10 01:43:06
30,"Japanese",0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,2,1,2,3,1,3,-1,3,-2,-1,-1,"both","both",,,,,,,,,,,"both",,"both","both","both","both",,"both",,,4,2,3,5,4,5,4,3,5,4,3,0,1,1,2,1,1,2,3,1,2,1,1,1,1,2,6,7,7,1,5,1,1,1,0,3,"Male","Japan",2,3,0,2020-04-10 01:58:56
31,"Japanese",0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,,3,3,4,4,0,1,-1,2,-1,3,-2,"yes",,"both",,"both","both","both","both",,"helpful","both","both","helpful","helpful",,"both","yes","yes","helpful","both","both",,3,3,3,3,3,3,2,1,3,2,1,2,1,2,1,1,0,0,1,1,3,2,1,1,2,0,7,7,4,1,4,0,1,2,0,3,"Female","Japan",2,3,0,2020-04-10 02:07:39
32,"Japanese",0,0,0,0,0,0,1,2,1,1,1,-1,0,0,-1,0,0,0,1,3,3,3,2,2,2,2,2,-1,-2,"both","both",,,"both",,,"helpful",,,"both",,"both",,,"both","both","both","helpful","both","helpful",,4,2,1,2,2,2,4,2,4,2,4,4,1,1,1,1,1,3,2,1,,1,,1,4,3,8,9,10,0,10,0,1,4,2,5,"Male","Japan",3,3,0,2020-04-10 02:39:45
33,"Japanese",0,0,0,0,0,0,1,2,1,-1,0,0,-1,1,1,1,-1,,3,3,2,4,3,1,-1,2,2,3,1,,"both",,,"both","both",,"both",,,"yes",,"both",,,"both","both",,"yes","both","both",,3,4,3,4,4,3,2,2,3,4,1,1,0,1,1,1,1,0,1,1,1,1,2,1,2,0,6,6,5,0,30,0,1,1,0,9,"Female","Japan",3,5,0,2020-04-10 02:54:05
34,"Japanese",1,0,0,0,0,0,1,2,1,1,1,-1,0,1,1,1,-1,6,1,4,0,4,0,3,-2,3,2,3,-1,,"both","both",,"both",,"helpful","both",,"helpful",,"helpful","both","helpful",,"both","both",,"both","both","helpful","both",1,1,1,4,1,2,1,2,1,1,3,0,2,3,3,3,1,2,3,3,3,1,1,1,4,2,3,8,9,1,12,1,1,1,0,5,"Male","Japan",2,4,2,2020-04-09 15:04:58
35,"Japanese",1,0,0,0,0,0,1,2,1,1,0,0,-1,-1,0,1,-1,2,4,4,3,4,3,3,-2,2,2,3,-1,"yes","both",,,,"both",,,,,,,"yes",,,"both","both","yes","both","both",,,3,2,4,3,3,3,4,5,4,3,2,2,3,3,2,2,2,-1,3,2,3,1,1,1,2,2,9,8,8,1,10,2,1,1,0,3,"Male","Japan",1,2,2,2020-04-09 15:13:31
36,"Japanese",1,0,0,0,0,0,1,2,1,0,0,-1,0,0,0,1,-1,1,3,3,3,3,2,2,-1,1,1,3,1,"yes","both",,,,,,,,,,,"both",,,"both","both","yes","yes","both","yes",,4,3,3,4,3,5,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,5,6,6,0,33,2,1,3,0,9,"Male","Japan",3,5,0,2020-04-09 15:34:10
37,"Japanese",0,0,0,0,0,1,0,2,1,1,1,0,0,1,1,1,0,,4,3,2,4,4,3,1,3,1,3,2,,"both","yes","both",,"both",,,,,,"both",,,,"both",,,,"both","both",,4,3,4,4,4,5,3,5,4,4,1,0,0,1,1,1,1,0,1,2,2,2,2,1,2,0,7,7,7,1,1,1,1,1,0,3,"Male","Japan",3,5,0,2020-04-10 04:17:08
38,"Japanese",0,0,0,0,0,1,0,2,1,0,1,,0,1,1,1,-1,,2,4,4,4,1,2,2,2,2,3,2,"both","both","both","yes","both",,,"both",,,"both","both","both","both",,"both","both","both",,"both","both",,1,2,1,2,1,4,3,2,3,3,3,1,2,2,1,2,1,1,2,1,1,1,1,1,0,1,7,6,8,1,30,1,1,3,0,8,"Male","Japan",2,6,0,2020-04-10 11:03:19
39,"Japanese",0,0,0,0,0,0,1,2,1,1,1,-1,-1,1,-1,-1,-1,3,3,1,1,3,0,1,-2,2,-2,2,-2,,,,,"both",,,"both",,"both","both","both",,,,"both","yes",,,,,,2,2,1,1,2,4,4,4,4,4,3,1,4,1,2,2,1,1,1,4,2,3,3,3,2,-1,6,7,4,1,5,0,1,1,0,3,"Male","Japan",3,4,0,2020-04-11 08:05:14
40,"Japanese",1,0,0,0,0,0,1,2,0,-1,0,1,-1,-1,1,1,-1,0,3,4,4,4,3,3,3,3,3,3,2,"yes","helpful","yes","helpful","yes","yes","yes","both","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful","helpful",5,4,4,4,4,3,3,2,4,4,3,3,3,4,4,2,1,3,1,3,1,3,4,3,2,0,4,8,4,1,12,0.2,1,2,0,5,"Male","Japan",3,3,0,2020-04-11 08:29:12
41,"Japanese",0,0,0,0,0,0,1,2,0,1,0,-1,-1,0,0,1,-1,0,3,0,1,4,3,2,-1,3,3,3,-2,,"yes",,,"yes",,,"both",,,"both","both","both",,,"both","yes","both","yes","both","yes",,1,0,2,2,1,3,1,2,2,0,1,0,2,2,0,0,1,0,1,2,3,4,0,3,0,-2,8,8,5,1,5,0,1,1,0,3,"Male","Japan",3,5,0,2020-04-11 09:14:36
42,"Japanese",1,0,0,0,0,0,1,2,1,1,0,1,0,1,1,1,-1,,1,0,2,3,4,3,2,3,3,3,3,"helpful","helpful",,"helpful","both","both",,"both",,"helpful",,"helpful","helpful","helpful",,"both","helpful","both","helpful","both","helpful",,5,4,5,3,5,3,1,1,2,3,2,1,1,2,1,2,2,1,3,2,2,2,1,0,2,2,8,9,8,1,2,0.2,1,1,0,3,"Male","Japan",3,4,0,2020-04-11 09:30:54
43,"Japanese",1,0,0,0,0,0,1,2,0,0,0,-1,-1,0,1,1,-1,1,3,4,4,4,3,2,2,2,1,2,-1,,,,,"yes",,,"yes",,,,,"yes",,,"yes",,,"yes",,"yes",,3,3,3,3,2,4,4,5,4,4,2,1,2,2,3,3,2,-1,2,3,3,3,3,2,0,-1,6,5,4,1,32,0,1,4,0,8,"Female","Japan",2,5,1,2020-04-13 05:31:00
44,"Japanese",1,0,0,0,0,0,1,2,-1,1,1,-1,-1,-1,1,0,1,0,2,2,0,4,0,2,-1,3,1,2,1,,,,,,,,,,,,,,,,,"both",,,,,,3,0,3,4,2,5,2,4,3,2,4,0,1,1,0,1,0,3,3,1,1,1,1,1,0,2,5,8,7,1,15,0,1,1,0,5,"Male","Japan",2,2,0,2020-04-13 07:26:02
45,"Japanese",0,0,0,0,0,0,1,2,1,0,1,-1,-1,1,1,1,0,0,2,1,3,3,3,2,-2,3,-1,-2,-3,"helpful","helpful","both",,"helpful",,,"helpful",,,"yes","helpful","helpful","helpful",,"both","helpful","both",,,"helpful",,2,0,1,0,1,3,,,,,0,0,1,3,2,2,2,-1,0,3,3,2,2,2,0,-1,9,5,5,1,2,0,1,5,0,2,"NB","Japan",2,2,0,2020-04-13 07:57:22
46,"Japanese",1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,1,,2,2,4,3,2,2,-1,2,1,2,-1,,,"yes",,"yes",,,,,,"yes",,,,,,,"yes",,,,,4,3,3,3,3,2,2,2,2,2,1,2,1,1,0,0,0,2,3,1,3,1,1,0,0,2,5,8,8,1,8,0,1,3,1,4,"Male","Japan",2,2,1,2020-04-13 07:59:04
47,"Japanese",0,0,0,0,0,0,1,2,1,1,1,-1,-1,1,1,1,-1,0,3,4,3,4,3,3,1,1,-2,3,-1,"yes","yes","yes","yes","yes",,"helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","yes","yes","yes","helpful","yes","yes",2,3,3,5,5,5,2,5,4,4,1,2,1,1,1,4,2,-2,2,2,2,2,1,1,2,0,8,3,5,1,4,0,1,2,0,4,"Male","Japan",2,2,1,2020-04-13 08:03:02
48,"Japanese",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,0,1,1,0,,3,3,4,4,3,1,1,3,2,3,1,,"yes","yes","yes","both",,,"yes",,,,,,,,"both",,"yes",,"yes","both",,4,5,5,5,4,5,4,5,4,5,3,0,0,1,1,1,1,0,3,1,1,1,1,1,0,0,8,8,8,1,15,1,1,3,1,5,"Female","Japan",2,2,0,2020-04-13 08:10:42
49,"Japanese",1,0,0,0,0,0,1,2,1,-1,-1,-1,0,0,1,1,0,0,3,3,4,3,3,2,2,2,2,2,1,"both",,"both","both","both","both",,"both",,,"both","both",,,,"both","both","both",,,"both",,5,4,4,3,4,4,4,4,4,4,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,2,7,9,8,1,19,0,1,4,2,6,"Male","Japan",2,2,0,2020-04-13 08:17:31
50,"Japanese",1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,4,2,3,3,1,2,1,2,2,2,1,"helpful","helpful",,,,"yes",,,,,"helpful","helpful",,,,"yes",,"yes","helpful","yes","helpful",,2,2,3,2,3,3,2,3,2,3,3,1,0,1,1,1,1,1,2,1,1,1,0,1,0,0,6,7,7,0,17,0,1,5,3,6,"Male","Japan",2,2,0,2020-04-13 08:21:41
51,"Japanese",1,0,0,0,0,0,1,2,1,1,1,-1,-1,1,1,1,0,,3,3,2,4,1,1,2,2,2,2,-1,"both",,,"both",,"both",,,,,"both",,,,,"both",,"both",,"both",,,3,3,3,3,3,3,2,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,1,2,0,4,6,5,1,14,0,1,3,1,5,"Male","Japan",2,2,0,2020-04-13 08:32:38
52,"Japanese",1,0,0,0,0,0,1,2,1,1,1,-1,-1,1,1,1,-1,,3,3,3,3,1,2,-1,2,-2,-1,-1,,,,,"yes","yes",,,,,"yes","yes",,,"yes","yes",,"yes","yes","yes",,,1,3,1,5,4,4,1,1,4,3,2,1,2,2,1,1,1,0,1,1,2,2,2,1,1,0,5,6,6,1,18,0,1,2,0,5,"Male","Japan",1,4,0,2020-04-13 08:53:31
