"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","FR3","FR2","FR1","FR5","FR6","FR4","FR8","FR9","FR7","FR10","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","OS21","OS3","OS22","OS17","OS5","OS12","OS16","OS6","OS14","OS15","OS11","OS8","OS2","OS4","OS13","OS18","OS20","OS19","OS1","OS9","OS7","OS10","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Children","Age","Gender","Country","Education","OrganizationSize","Disabilities","Timestamp"
21,"Turkish",1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,0,0,2,0,4,4,3,2,-2,2,-1,2,-1,"yes","yes","both","yes","both","both","yes","both","helpful",,"both",,"helpful",,,"both","both","both","both","both","both",,4,4,3,3,4,3,2,1,3,2,4,0,1,1,1,1,0,3,3,2,3,3,2,2,3,,7,9,6,0,2.5,0,1,2,0,3,"Male","Turkey",2,3,0,2020-04-09 14:39:49
22,"Turkish",0,0,0,0,0,0,1,2,1,-1,0,-1,-1,0,1,0,-1,0,1,4,3,3,3,2,-2,2,2,2,1,"both","both","both",,"helpful",,,"helpful",,,"helpful",,"helpful",,,"yes","both",,"both","both","helpful",,4,4,4,4,4,4,3,2,3,5,3,2,2,2,1,2,1,2,2,4,1,3,3,3,1,0,7,8,4,1,10,0,1,2,0,5,"Male",,3,4,0,2020-04-10 03:51:00
23,"Turkish",0,0,0,0,0,0,1,3,1,1,-1,0,-1,1,0,1,-1,,0,1,4,1,3,3,2,3,2,1,3,"both",,"yes",,"both",,"helpful","both",,,"both",,,,,"both","yes","yes","yes","both","yes",,4,0,1,3,4,0,2,4,3,2,2,0,1,2,2,1,1,0,2,2,1,2,1,2,0,0,7,7,6,1,1,0,1,4,0,2,"Male","Turkey",3,3,0,2020-04-10 06:28:57
24,"Turkish",1,0,0,0,0,0,1,3,1,1,1,0,1,1,0,1,-1,0,1,4,3,4,2,3,2,3,2,3,2,,"yes","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","yes",,"yes","helpful","yes","yes","yes","helpful","yes","yes","yes",,1,1,1,1,2,3,3,4,3,3,3,3,1,2,2,2,0,2,3,1,1,0,0,0,1,0,6,8,9,1,14,2,1,2,0,5,"Male","Turkey",2,3,0,2020-04-10 07:43:47
25,"Turkish",1,0,0,0,0,0,1,2,1,1,1,-1,-1,-1,1,1,1,0,3,2,3,3,2,2,3,3,3,3,2,"helpful","yes","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful",2,2,2,2,2,1,2,1,2,2,3,0,1,2,1,1,1,2,3,1,2,1,1,1,1,,7,8,8,0,8,0,1,3,1,5,"Male","Turkey",3,2,0,2020-04-10 08:04:15
26,"Turkish",0,0,0,0,0,0,1,2,1,0,-1,0,-1,0,1,1,0,2,-99,4,2,4,3,3,-2,3,-3,3,3,"yes","yes","yes",,"yes","yes","yes","yes",,,"yes","yes",,,"yes",,,"yes",,"yes","yes",,4,4,5,5,4,5,5,5,5,4,4,0,0,1,0,0,0,3,4,1,1,0,1,0,0,,9,10,9,0,8,0,1,0,0,4,"Female","Germany",2,3,0,2020-04-10 08:08:08
27,"Turkish",1,0,0,0,0,0,1,2,1,1,1,-1,-1,0,-1,0,-1,0,0,3,0,3,3,-1,1,2,1,2,-1,"yes","yes","yes","helpful","yes","yes","helpful","yes","helpful","helpful","yes","yes","helpful","helpful","both","helpful","yes","yes","yes","yes","both","helpful",3,3,3,4,3,2,2,3,2,3,4,1,1,2,1,1,1,2,2,2,2,2,2,2,2,,8,9,7,1,3,1,1,1,0,3,"Male","Turkey",2,2,0,2020-04-10 08:14:02
28,"Turkish",1,0,0,0,0,0,1,2,1,-1,1,1,0,-1,1,-1,-1,0,-99,1,1,4,1,1,2,1,1,3,2,"helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful",,"helpful",,"helpful","both","helpful","helpful",,2,1,0,2,1,4,3,4,4,3,3,3,2,2,1,0,2,2,4,1,2,1,1,0,2,,6,8,9,1,4.5,0,1,2,0,3,"Female","Turkey",2,2,0,2020-04-10 08:21:25
29,"Turkish",0,0,0,0,0,0,1,2,0,-1,-1,0,-1,-1,-1,1,-1,0,2,3,4,3,3,3,1,3,-1,3,1,"yes","yes","yes","helpful","yes","yes","yes","yes","yes","yes","yes","helpful","helpful","helpful","yes","yes","yes","yes","helpful","yes","helpful","helpful",3,3,4,3,4,4,4,4,4,4,3,0,0,3,2,3,1,2,3,2,1,1,1,0,1,,2,9,9,1,5,1,1,2,0,3,"Male","Turkey",2,6,0,2020-04-10 08:25:46
30,"Turkish",1,0,0,0,1,0,0,2,1,1,-1,0,1,1,1,1,1,,3,4,4,3,4,-1,-1,2,1,2,-1,,"both","both","helpful","both","both","both","helpful",,,"helpful","helpful","both",,"helpful","both","both","both","both","both","both",,4,2,3,4,3,3,3,2,3,4,3,2,3,3,3,2,1,2,3,3,4,4,1,1,3,,5,7,7,1,2,2,1,2,0,3,"NB","Turkey",2,2,0,2020-04-10 08:26:13
31,"Turkish",0,0,0,0,0,0,1,3,1,-1,0,0,-1,0,1,0,0,0,0,4,4,3,3,2,2,3,1,3,2,,,"yes",,,"yes",,,"helpful",,"yes",,,"helpful","yes","yes","yes",,"yes","yes",,,1,2,2,2,2,3,2,2,2,3,2,3,2,2,1,2,2,0,2,1,1,1,0,1,3,0,6,7,7,1,12,0,1,2,0,5,"Male","Turkey",2,3,0,2020-04-10 08:34:33
32,"Turkish",0,0,0,0,0,0,1,2,0,-1,0,-1,-1,-1,0,1,1,0,3,3,4,4,4,2,1,3,-3,3,1,"helpful","yes","yes","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","helpful","yes",2,2,3,3,3,5,4,2,4,5,3,3,2,3,2,3,1,1,3,2,2,2,1,1,2,,6,7,7,1,2,0,1,2,0,3,"Female","Turkey",2,1,0,2020-04-10 08:36:45
33,"Turkish",1,0,0,0,0,0,1,2,1,-1,0,0,0,1,1,1,1,0,1,3,1,4,2,2,2,3,3,3,-1,"yes","yes","yes","helpful","yes","yes","yes","yes","helpful","helpful","yes","yes","yes","yes",,"yes","yes","yes","yes","yes","yes",,5,4,5,5,5,3,3,2,4,5,3,1,1,2,1,1,2,1,1,2,2,1,1,2,2,0,7,8,7,1,4,0,1,2,0,3,"Female","United Kingdom",2,6,0,2020-04-10 08:51:14
34,"Turkish",1,0,0,0,0,1,0,2,0,0,-1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,"helpful",,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,8,7,1,7,0,1,3,0,5,"Female","Turkey",4,1,0,2020-04-10 08:52:57
35,"Turkish",1,0,0,0,0,0,1,3,1,0,-1,-1,-1,0,-1,1,-1,0,-99,3,4,3,-99,-1,-2,-2,-1,-2,2,"helpful","helpful","helpful","helpful","both",,,"both","both",,"both","helpful","helpful","helpful",,"helpful",,"both","helpful","helpful","both","both",3,3,2,5,4,1,1,1,2,3,2,4,2,3,2,3,2,0,2,3,2,3,2,2,3,,8,9,4,1,5,1,1,4,0,3,"Male","Turkey",1,2,0,2020-04-10 09:11:59
36,"Turkish",1,0,0,0,0,1,0,3,1,-1,1,-1,-1,0,1,1,0,0,-99,3,4,4,3,-3,3,3,3,3,1,"yes","yes","yes","yes","helpful","helpful","helpful","both","helpful",,"yes","both",,"helpful",,"yes","yes","yes","yes","yes","helpful","yes",4,4,2,4,4,,4,1,4,4,3,0,2,2,0,1,0,0,2,1,1,1,1,0,0,0,8,8,8,1,2,0,1,2,0,2,"Male","Turkey",2,2,0,2020-04-10 10:15:58
37,"Turkish",0,0,0,0,0,1,0,2,1,-1,0,-1,-1,0,0,1,0,0,-99,3,2,3,1,2,-1,-1,-2,1,-2,"yes","helpful","helpful","helpful","yes","yes","yes","yes","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","yes","yes",4,3,4,3,4,3,2,1,2,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,6,6,6,0,0,0,1,2,0,2,"Male","Turkey",2,3,0,2020-04-10 10:20:34
38,"Turkish",1,0,0,0,0,0,1,2,1,0,0,-1,1,1,0,1,1,0,-99,4,3,4,1,3,3,3,3,3,3,"yes","helpful","yes","helpful","yes",,"helpful","yes",,"helpful","helpful",,,"helpful","yes","yes","yes","yes","yes","yes","helpful",,3,3,3,4,3,4,3,2,2,4,3,3,1,2,2,2,1,2,3,1,1,1,1,1,1,,5,8,8,1,13,0,1,2,0,6,"Male","Turkey",0,2,0,2020-04-10 10:24:58
39,"Turkish",1,0,0,0,0,0,1,2,1,0,0,-1,-1,-1,1,1,1,0,-99,4,4,3,4,1,-2,2,-1,2,-1,"helpful","yes","yes","yes","yes",,,"yes",,,"yes","helpful",,"helpful","yes","yes",,"helpful","yes","yes",,,4,3,4,3,4,1,1,2,2,2,3,0,1,1,1,1,1,3,2,3,2,2,2,1,1,,8,8,6,1,25,1,1,4,,8,"Male","Turkey",3,1,0,2020-04-10 10:42:43
40,"Turkish",1,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,1,0,0,0,2,1,2,-99,3,-2,-1,-2,3,1,"helpful","yes","yes","helpful","yes","helpful","helpful","yes","yes","helpful","yes","helpful","both","helpful","yes","yes","yes","yes","yes","yes","helpful","helpful",2,1,4,2,2,4,3,3,3,3,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,,6,7,9,0,10,0,1,1,0,4,"Male","Turkey",2,3,0,2020-04-10 10:47:15
41,"Turkish",1,0,0,0,0,1,0,3,1,-1,-1,-1,-1,-1,1,1,-1,0,-99,3,2,3,2,2,2,2,2,2,2,"yes","yes","yes",,"yes","yes","yes","helpful",,,"yes",,,,"yes","yes","yes","yes","yes","yes",,"yes",4,4,4,4,4,3,4,3,4,5,3,,,2,2,3,,0,2,2,2,2,2,2,2,0,8,8,7,1,3,0,1,0,0,3,"Male","Turkey",2,4,0,2020-04-10 10:51:11
42,"Turkish",0,0,0,0,0,0,1,2,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,3,0,0,2,2,2,2,2,2,,,,,,,,,,,,"helpful",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,3,0,5,"Female","Turkey",2,1,0,2020-04-10 11:02:08
43,"Turkish",1,0,0,0,0,0,1,2,0,-1,-1,0,0,-1,1,1,0,0,0,2,4,2,3,2,-2,2,-2,2,1,"yes","helpful","yes","helpful","helpful","helpful","helpful","helpful","yes",,"yes","helpful","helpful","helpful","yes","yes","yes","yes","helpful","yes","yes",,1,1,1,1,1,3,1,1,1,4,2,0,3,2,1,3,2,0,2,2,2,2,1,1,0,,6,6,7,1,9,0,1,2,0,3,"Male","Turkey",2,2,0,2020-04-10 11:03:29
44,"Turkish",1,0,0,0,0,0,1,2,1,1,1,0,-1,1,0,1,1,,2,3,1,3,2,2,-1,2,-1,2,-1,"helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","both",4,4,4,4,4,1,2,2,2,1,3,2,1,1,2,3,2,1,2,2,2,2,2,2,3,0,5,8,5,0,20,0,1,3,0,7,"Male","Turkey",2,4,,2020-04-10 11:11:14
45,"Turkish",1,0,0,0,0,0,1,2,1,-1,0,-1,-1,-1,0,1,-1,0,-99,3,3,3,2,2,1,2,-1,2,2,"helpful",,"yes","helpful","yes",,,"yes",,,,"yes",,,,"both","yes","helpful","helpful",,"yes",,3,2,2,2,4,4,3,2,2,4,2,2,1,2,2,1,1,1,0,2,2,2,2,3,2,-1,7,8,7,1,3,0,1,2,0,3,"Male","Turkey",2,3,0,2020-04-10 11:25:49
46,"Turkish",1,0,0,0,0,0,1,2,0,0,-1,-1,-1,-1,1,1,1,0,0,4,4,4,4,3,3,3,2,3,3,,"yes","helpful","helpful","helpful","helpful","yes",,,"helpful","both","helpful","helpful","helpful",,"yes","helpful","helpful","helpful","yes","helpful",,4,1,3,3,4,5,5,4,4,5,2,1,2,2,2,2,1,1,3,1,1,1,1,1,2,,8,8,9,1,15,0,1,4,2,5,"Male","Turkey",3,3,0,2020-04-10 11:30:47
47,"Turkish",0,0,0,0,0,0,1,3,1,1,0,-1,-1,0,1,1,1,1,-99,3,4,3,3,2,3,3,3,3,-1,"yes","helpful","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",1,3,1,1,1,1,0,1,0,4,3,0,2,2,0,1,0,2,2,2,2,2,1,2,1,,8,8,6,1,18,0,1,1,0,6,"Male","Turkey",0,2,0,2020-04-11 02:19:33
48,"Turkish",1,0,0,0,0,0,1,2,1,0,0,-1,-1,0,0,1,-1,0,2,3,3,4,3,3,3,3,3,3,2,"yes","yes","helpful","yes","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","helpful","helpful","yes","yes","yes","helpful",3,4,3,4,4,3,4,4,4,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,,6,7,7,1,20,1,1,3,1,6,"Male","Turkey",4,4,0,2020-04-10 16:12:49
49,"Turkish",1,0,0,0,1,0,0,2,1,0,0,-1,-1,0,1,1,-1,0,1,0,3,3,1,-2,3,2,3,3,3,"yes","yes","yes","yes","yes","yes","helpful","yes","helpful","helpful","yes","helpful","yes","helpful","yes","yes","yes","helpful","helpful","yes","yes","helpful",5,5,5,5,5,,5,5,5,5,4,2,1,3,1,3,1,0,3,1,1,1,3,2,1,,8,7,7,1,15,5,1,1,0,5,"Male","Turkey",0,4,0,2020-04-10 17:45:56
50,"Turkish",1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,-1,,3,1,3,3,3,-2,1,2,-2,1,1,"yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","yes","yes","helpful","yes","helpful","yes",5,4,3,4,4,3,4,2,4,2,3,3,3,1,3,2,1,2,3,3,3,1,3,1,3,,9,8,9,1,5,2,0,6,,3,"Male","Turkey",1,1,0,2020-04-11 01:48:48
51,"Turkish",0,0,0,0,0,1,0,2,1,1,1,-1,-1,1,1,1,1,,-99,3,4,3,3,2,-2,2,-1,1,-3,"yes","yes","helpful","helpful","yes","yes","yes","yes","helpful","helpful","yes","yes","yes","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",4,4,4,4,4,1,3,3,1,4,1,0,0,0,0,0,0,2,2,1,3,1,1,3,3,-2,5,9,5,0,,,1,4,2,6,"Female","United States",3,6,0,2020-04-12 09:07:10
52,"Turkish",1,0,0,0,0,0,1,2,1,-1,1,-1,-1,1,-1,1,-1,0,0,1,4,3,2,3,3,3,3,3,3,"helpful","yes","helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","helpful","helpful","yes","yes","yes","helpful",4,4,4,5,4,3,3,4,4,4,4,0,1,1,1,0,0,2,3,1,1,1,1,1,0,,7,10,9,1,5,5,1,2,0,5,"Male","Turkey",3,2,0,2020-04-13 06:10:39
53,"Turkish",1,0,0,1,0,0,0,3,,1,,,,0,,0,,,3,,4,,,3,-1,-1,3,-1,2,"helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","helpful",3,5,4,3,3,3,4,5,4,3,1,0,1,1,0,0,1,2,0,4,4,4,3,4,4,,10,8,6,1,8,1,1,5,1,3,"Female","Turkey",3,3,0,2020-04-13 06:15:33
54,"Turkish",1,0,0,0,0,0,1,3,1,-1,-1,-1,-1,0,0,1,1,0,-99,3,3,4,2,3,-3,3,-3,3,1,"helpful","yes","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","yes","yes","yes","helpful",3,3,4,4,4,3,3,4,4,4,3,0,2,1,0,0,0,2,2,2,2,0,0,1,1,0,6,8,7,1,1,0,1,2,0,3,"Male","Turkey",2,5,0,2020-04-13 06:23:47
