"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","FR3","FR2","FR1","FR5","FR6","FR4","FR8","FR9","FR7","FR10","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","OS21","OS3","OS22","OS17","OS5","OS12","OS16","OS6","OS14","OS15","OS11","OS8","OS2","OS4","OS13","OS18","OS20","OS19","OS1","OS9","OS7","OS10","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Children","Age","Gender","Country","Education","OrganizationSize","Disabilities","Timestamp"
25,"English",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,0,0,1,-1,,2,4,4,4,2,3,3,3,3,3,1,,"yes","yes",,"yes","yes",,"yes",,,"yes",,"helpful",,,"yes","helpful","yes","yes","yes","yes",,4,3,4,4,4,3,2,3,2,2,4,0,1,1,1,2,0,3,3,2,2,1,2,0,1,3,7,9,7,1,12,12,1,2,0,5,"Male","United States",3,2,0,2020-03-27 19:31:15
26,"English",1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,-1,0,3,4,4,4,3,3,2,3,3,3,1,"helpful","both","both","both","both","both",,"both","helpful",,"both","helpful","helpful","helpful",,"both","both","both","helpful","both","both","helpful",4,4,4,4,4,4,4,4,4,4,4,0,1,1,2,1,0,3,4,1,1,1,1,0,0,3,3,7,7,1,10,0,1,2,0,5,"Male","United States",2,4,0,2020-03-27 19:34:49
27,"English",1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,2,4,4,0,3,2,3,2,3,-3,,,"yes","yes","yes",,,"yes",,,,"yes","helpful","helpful",,"yes","yes","yes","yes","yes","yes",,4,2,5,2,4,4,2,5,5,4,2,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,8,8,8,1,5,0,1,2,0,3,"Male","Slovakia",1,5,0,2020-03-27 19:44:43
28,"English",1,0,0,0,0,1,0,2,-1,-1,-1,-1,-1,-1,1,1,-1,,4,3,3,3,4,3,3,3,3,3,3,"helpful","helpful","yes","helpful","both","yes","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","yes","yes","yes","helpful","helpful","yes","helpful",,5,5,5,5,5,5,5,5,5,5,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,7,8,8,1,2,1,1,2,0,2,"Male","United States",2,6,0,2020-03-27 19:45:19
29,"English",1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,,1,4,3,4,2,3,2,3,2,3,2,"helpful","both","helpful",,"both","yes",,"both",,,"both","both","both",,,"both","both","both","both","both","helpful","helpful",4,4,4,4,4,4,2,2,1,1,3,0,1,1,0,0,0,2,3,0,2,2,0,1,1,1,6,9,7,1,9,3,1,1,0,4,"Male","Netherlands",0,2,0,2020-03-27 19:46:06
30,"English",0,0,0,0,0,1,0,2,0,0,0,-1,-1,-1,-1,1,1,2,1,3,3,3,3,-3,-2,-1,-1,-3,-3,,"both","both","helpful","helpful","yes",,"both","helpful","helpful","both","helpful",,,,"both","both","both",,"both","both",,0,2,3,2,4,3,0,3,3,2,1,0,2,2,0,2,2,-1,2,2,2,2,2,2,2,-1,7,6,5,1,14,0,1,3,1,6,"Male","United Kingdom",4,3,2,2020-03-27 19:47:38
31,"English",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,-1,1,1,1,0,4,4,4,4,3,-1,2,3,2,3,-3,"both","both","helpful","helpful","helpful","both","helpful","helpful",,"helpful","helpful","helpful","helpful","helpful","both","both","both","both","both","both","helpful",,4,4,4,4,4,3,2,3,4,2,4,2,1,1,2,1,0,2,3,2,1,1,0,1,2,2,6,10,9,1,18,8,1,4,2,5,"Male","Canada",2,3,0,2020-03-27 19:47:52
32,"English",0,0,0,0,0,0,1,2,0,-1,-1,0,1,0,1,1,-1,0,2,1,1,4,1,1,2,2,2,2,2,"helpful","yes","helpful","yes","yes","helpful","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful",,"yes","yes","helpful","yes","yes","yes","helpful",3,2,3,3,2,4,3,3,3,4,3,2,2,2,2,2,1,1,1,2,3,2,2,3,2,-1,6,8,4,1,6,0,1,5,0,3,"Male","Serbia and Montenegro",2,2,0,2020-03-27 19:48:02
33,"English",1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-99,4,2,3,4,2,1,3,-1,1,2,,"both","both","yes","both","both","both","both",,"helpful",,"helpful","helpful","helpful","yes","both","both","both","both","both","both",,4,4,4,3,4,4,5,4,4,5,2,0,3,2,1,2,2,2,3,1,1,1,1,1,0,2,8,7,8,1,0,0,1,3,0,1,"Male","Latvia",1,3,0,2020-03-27 19:49:04
34,"English",0,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,0,1,-1,0,4,4,4,4,1,3,2,1,3,3,-1,,"yes",,,"yes","yes",,"yes",,,"yes","yes","helpful","helpful",,"yes","yes","yes","yes","yes","yes",,3,5,4,5,4,4,3,5,3,4,2,0,1,1,0,1,2,3,2,2,2,2,1,2,0,3,8,8,8,1,25,0,1,2,0,7,"Male","Canada",2,4,0,2020-03-27 19:52:01
35,"English",0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,,0,3,4,0,0,2,2,3,2,2,1,"yes","yes","helpful","yes","yes","helpful","helpful","yes","helpful","helpful",,"helpful","helpful","helpful","helpful","yes","helpful",,,"both","yes","helpful",4,5,5,5,4,5,5,5,5,5,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,8,9,9,1,1,1,1,2,0,1,"Male","Slovakia",1,2,0,2020-03-27 19:52:35
36,"English",1,0,0,0,0,0,1,2,1,-1,-1,0,-1,1,1,1,1,0,0,3,4,3,0,2,2,2,-3,2,-3,,,"both","helpful",,,"helpful","helpful","helpful",,"both","helpful","helpful","helpful",,"yes",,"both",,"both","helpful",,3,1,4,4,4,3,1,3,3,5,2,2,3,2,1,2,1,2,2,1,2,2,1,1,2,2,7,8,9,1,2,0,1,2,0,3,"Male","United States",1,4,0,2020-03-27 19:54:10
37,"English",1,0,0,0,0,0,1,2,0,0,0,-1,-1,1,1,1,0,1,2,3,1,4,3,3,3,2,2,3,2,"both","both","both",,"both","both","both","both",,,"both","both","both",,"yes","both","both","both","both",,"both",,1,0,1,1,1,4,4,4,4,2,1,0,2,3,3,3,3,1,2,1,1,2,1,1,2,2,7,7,8,1,8,0,1,1,0,5,"NB","Canada",1,2,0,2020-03-27 19:56:25
38,"English",1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,0,0,0,1,3,4,0,2,2,2,3,3,1,"helpful",,,,"both",,,"both",,,"both",,,,,"both",,,"both","both",,,3,1,3,3,4,3,4,3,3,4,4,0,1,1,2,2,0,2,4,1,2,2,2,0,0,2,8,8,7,1,1.6,0,1,3,0,4,"Male","Israel",2,2,0,2020-03-27 19:57:07
39,"English",0,0,0,0,0,0,1,2,-1,-1,0,-1,-1,-1,1,1,-1,0,3,3,3,4,2,1,3,3,2,3,-2,,"helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful",,"yes","yes","yes","helpful","yes","yes",,4,3,4,3,4,4,4,4,4,4,3,0,0,1,1,0,0,2,2,1,2,2,1,2,1,0,7,9,7,1,1,0,1,3,1,4,"Male","Belgium",1,3,0,2020-03-27 20:07:20
40,"English",0,0,0,0,0,0,1,3,0,-1,0,0,1,0,1,1,-1,0,4,4,4,4,4,3,1,3,2,3,1,,"yes","yes",,"helpful","yes",,"yes",,,"yes",,"yes",,,"yes","yes","yes","yes","yes","yes",,1,1,3,2,3,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,0,6,8,7,1,15,11,1,2,0,4,"Male","United States",2,3,0,2020-03-27 20:09:45
41,"English",1,0,0,0,0,1,0,2,1,-1,-1,1,0,1,0,1,-1,1,0,3,1,4,2,3,1,1,2,3,2,,"yes","both",,"both","both",,"yes","helpful",,"both","helpful",,,"helpful","both","yes","helpful","both","yes","both",,2,2,3,4,3,3,1,1,2,2,0,0,2,2,2,1,1,0,0,2,2,2,2,2,2,-1,8,6,5,1,6,0,1,1,0,3,"Male","United States",1,3,2,2020-03-27 20:12:09
42,"English",0,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,1,0,1,3,4,4,2,3,2,3,2,3,-3,,"yes","yes",,,,,"yes",,,"yes",,"yes",,,"yes","yes","yes","yes","yes","yes",,5,3,4,4,4,3,3,3,3,3,2,1,0,2,1,3,2,-1,2,2,2,2,2,2,2,-1,10,7,7,1,1,0,1,3,0,2,"Male","Romania",3,4,0,2020-03-27 20:12:45
43,"English",0,0,0,0,0,0,1,1,-1,-1,-1,0,-1,-1,1,1,0,,3,4,4,4,4,3,1,2,2,2,1,,,"yes",,,,"yes","yes",,,"yes",,"helpful",,"yes","yes",,"yes","helpful","yes","yes",,2,2,4,4,3,4,2,3,3,3,4,1,2,3,2,2,1,2,3,1,2,2,2,1,2,2,7,9,9,1,2,0,1,2,0,2,"Male","United States",2,5,0,2020-03-27 20:15:45
44,"English",1,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,3,2,4,4,4,2,-2,2,3,2,2,-2,"both","yes","both","helpful","both",,,"both","helpful",,"both","yes","both","helpful",,"both","both","both",,"both","both",,3,4,4,4,4,2,2,3,3,3,2,0,0,1,0,1,0,2,2,1,1,1,0,1,2,2,8,10,8,1,16,1,1,5,1,5,"Male","United States",2,2,0,2020-03-27 20:20:08
45,"English",1,0,0,0,0,0,1,3,-1,0,-1,-1,-1,0,-1,-1,1,1,0,4,3,4,1,3,3,1,1,2,1,"yes","yes","yes","yes","yes","helpful","both","yes","helpful","helpful","yes","yes","helpful","helpful","yes","yes","yes","yes","yes","yes","yes","yes",1,0,1,0,1,4,3,1,3,2,3,2,1,2,1,2,2,2,2,3,1,2,1,1,3,2,7,7,7,1,7,0,1,1,0,4,"Male","France",3,6,0,2020-03-27 20:20:42
46,"English",0,0,0,0,0,1,0,2,-1,-1,-1,0,-1,-1,1,1,-1,1,4,3,4,4,0,3,2,-2,1,-1,3,"both","both","both","helpful","both","both",,"both",,,"both","helpful","both",,,"both","both","both","both","both","both",,2,3,3,3,4,4,2,5,3,2,2,0,2,2,0,1,2,0,1,2,3,2,0,3,2,-2,5,6,4,1,5,0,1,1,0,3,"Male","United States",2,3,0,2020-03-27 20:26:32
47,"English",0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,1,-1,4,3,4,3,3,,3,-1,1,-1,3,-1,,,"yes",,"helpful","yes",,"yes",,,"helpful","helpful",,,"helpful",,,,"yes","yes",,,3,3,4,4,4,1,1,1,1,0,2,3,2,4,2,3,3,0,1,2,4,2,,2,3,-2,5,7,3,1,2,0,1,3,0,4,"Female","Canada",2,2,0,2020-03-27 20:36:08
48,"English",0,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,6,0,-99,0,0,0,2,-2,-1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,0,0,0,0,0,1,3,4,1,2,3,4,3,0,3,2,1,4,2,4,3,2,9,10,1,19,0,1,5,0,6,,,3,5,,2020-03-27 20:41:35
49,"English",1,0,0,0,0,1,0,2,-1,-1,-1,-1,-1,-1,0,1,0,0,3,4,4,3,1,1,-2,2,-1,1,-2,"yes","helpful","helpful",,"both",,,,,,"both","both","helpful","helpful",,"helpful",,,"helpful","both","both",,2,0,3,3,2,3,2,4,3,2,3,0,2,2,1,3,2,1,2,1,3,2,1,1,0,1,8,8,5,1,4,0,1,2,0,2,"Male","United Kingdom",2,1,,2020-03-27 20:45:06
50,"English",0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,0,1,0,-1,0,4,3,4,4,3,-2,-2,-1,-1,-1,-2,,,"yes","yes","yes","helpful",,"yes",,,"helpful","helpful","helpful",,"helpful","yes","yes","yes","yes","yes","yes",,5,5,4,5,3,3,2,3,2,3,3,0,0,1,2,1,0,1,2,1,1,1,1,2,2,0,8,8,6,1,15,1,1,4,2,5,"Male","United States",2,3,0,2020-03-27 20:49:17
51,"English",0,0,0,0,0,0,1,2,0,-1,-1,0,1,0,-1,1,0,1,0,1,1,3,0,-1,-3,2,-1,2,-3,,,"helpful","helpful","yes",,"helpful","yes",,"helpful","helpful","helpful","yes","helpful","yes","yes","yes","yes","yes","yes","yes",,3,3,4,3,4,2,2,2,3,2,3,0,0,1,1,1,0,2,2,2,2,1,1,1,2,1,6,8,7,1,7,2,1,3,1,5,"Female","United States",2,5,0,2020-03-27 20:50:51
52,"English",0,0,0,0,0,0,1,2,0,0,1,-1,-1,-1,1,1,-1,4,3,3,3,4,2,2,1,3,1,3,2,"yes","yes","yes","helpful","yes","yes","helpful","yes","helpful","helpful","yes","helpful","yes","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,9,8,8,1,14,0,1,4,2,6,"Male","United States",3,6,0,2020-03-27 20:55:54
53,"English",0,0,0,0,0,0,1,2,0,-1,-1,0,0,1,1,1,-1,2,1,4,4,4,4,3,3,3,3,3,3,"yes","yes","yes","helpful","yes","yes","yes","yes","helpful","helpful","yes","both","helpful","helpful","yes","yes","yes","yes","yes","yes","yes",,3,4,4,4,4,4,3,4,4,4,2,0,0,2,1,2,1,0,1,0,2,1,0,1,0,0,9,9,9,1,2,0,1,2,0,4,"Male","United States",2,3,0,2020-03-27 21:00:12
54,"English",0,0,0,0,0,1,0,2,1,-1,-1,0,-1,1,1,1,1,,3,4,4,4,4,3,1,3,1,3,-3,"yes","yes","yes","helpful","yes","yes","helpful","yes","helpful","helpful","yes","both","helpful","helpful","helpful","yes","yes","yes","yes","yes","helpful","helpful",4,1,3,3,4,4,5,4,5,5,2,0,1,2,1,1,1,1,4,1,1,0,0,0,0,2,6,7,9,1,3,1,1,2,0,2,"Male","Portugal",2,3,0,2020-03-27 21:03:55
55,"English",0,0,0,0,0,0,1,2,1,-1,-1,0,-1,1,1,1,0,0,1,3,4,3,3,2,-2,2,-1,2,1,"helpful",,"both","both",,,"yes","both",,,"both",,"yes","helpful",,"helpful","both","both","both","both","helpful","helpful",4,2,3,4,2,3,2,4,3,3,3,0,2,2,2,2,1,2,3,2,2,2,2,1,2,1,7,8,7,1,2,0,1,2,0,3,"Male","Germany",2,3,0,2020-03-27 21:04:21
56,"English",1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,0,-1,1,-1,1,4,2,4,4,4,3,3,-1,1,3,-1,,,,,"both","both",,"both",,,"both",,,,,"both","both","both","both","both","both",,4,5,4,4,4,5,4,4,4,3,4,0,2,3,4,2,0,3,4,1,1,2,1,0,1,3,7,8,8,1,16,0,1,2,0,4,"Male","United States",1,5,0,2020-03-27 21:07:00
57,"English",1,0,0,0,0,0,1,2,-1,-1,1,-1,-1,0,1,1,-1,0,4,4,4,3,3,2,1,1,2,3,-2,"yes","yes","yes","helpful","yes",,,"yes",,,"yes","yes","helpful",,,"yes","yes","yes","yes","yes","yes",,2,2,2,3,2,3,2,2,2,3,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,0,7,8,5,1,1,0,1,4,2,6,"Male","Sweden",2,5,0,2020-03-27 21:10:50
