ID,Timestamp,Language,COVIDStatus5,COVIDStatus4,COVIDStatus3,COVIDStatus2,COVIDStatus1,COVIDStatus0,Isolation,FR1,FR2,FR3,FR4,FR5,FR6,FR7,FR8,FR9,FR10,DP1,DP2,DP3,DP4,DP5,Erg1,Erg2,Erg3,Erg4,Erg5,Erg6,OS1,OS2,OS3,OS4,OS5,OS6,OS7,OS8,OS9,OS10,OS11,OS12,OS13,OS14,OS15,OS16,OS17,OS18,OS19,OS20,OS21,OS22,WHO5B1,WHO5B2,WHO5B3,WHO5B4,WHO5B5,WHO5S1,WHO5S2,WHO5S3,WHO5S4,WHO5S5,HPQB1,HPQB2,HPQB3,HPQB4,HPQB6,HPQB5,HPQB7,HPQB8,HPQS1,HPQS2,HPQS3,HPQS4,HPQS6,HPQS5,HPQS7,HPQS8,PerformanceOthers,PerB1item,PerS1item,RolesIncludeDeveloper,YearsOfExperience,YearsOfWorkFromHomeExperience,Fulltime,Coinhabitants,Children,Age,Gender,Country,Education,OrganizationSize,Disabilities,AtLeastOneOpenResponse
,2020-04-07 12:44:40,Italian,0,0,0,0,0,1,2,1,1,1,0,-1,-1,0,1,1,0,4,2,4,4,4,-1,3,-2,-1,-2,1,yes,,,,,,yes,yes,,,yes,,yes,,,,,yes,yes,,yes,yes,4,2,4,4,5,3,2,2,2,2,2,1,2,2,2,3,1,0,1,2,2,3,3,2,2,0,7,7,8,1,8,0,1,2,0,4,Male,Italy,3,3,0,0
,2020-04-07 12:52:43,Italian,0,0,0,0,0,1,2,1,-1,1,-1,-1,-1,0,1,1,1,1,0,4,4,3,3,3,3,3,3,3,both,,helpful,,helpful,both,helpful,,both,,both,yes,both,,,,helpful,both,both,,helpful,,2,3,3,2,2,4,3,4,5,5,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,6,8,8,1,2,,1,4,0,4,Female,Italy,2,2,0,0
,2020-04-07 12:53:34,Italian,0,0,0,0,0,1,2,-1,-1,0,-1,0,-1,-1,0,1,1,4,0,2,4,3,3,2,3,2,2,3,,helpful,,helpful,yes,yes,helpful,,yes,,helpful,,yes,,,helpful,,yes,yes,,helpful,yes,3,4,4,3,5,1,2,0,2,1,1,0,1,0,1,1,1,0,3,1,0,0,0,0,0,2,8,8,8,1,1,0,1,4,0,2,Male,Italy,2,3,0,1
,2020-04-07 12:56:06,Italian,0,0,0,0,1,1,2,1,1,1,1,1,-1,0,1,1,,1,-99,4,4,4,3,3,3,3,2,2,yes,helpful,both,helpful,yes,yes,yes,helpful,yes,helpful,yes,helpful,yes,helpful,helpful,helpful,helpful,yes,yes,,helpful,helpful,3,3,3,3,4,5,5,5,5,5,3,1,0,1,2,3,1,1,2,1,0,0,1,0,0,1,8,9,10,0,22,0,1,4,0,7,Male,Italy,3,3,0,1
,2020-04-07 12:57:03,Italian,0,0,0,0,0,1,2,-1,-1,1,-1,-1,-1,-1,1,1,0,4,1,3,4,3,-1,3,2,3,-2,1,yes,,,,yes,yes,yes,yes,yes,,yes,yes,yes,,,,yes,yes,yes,,,,5,5,4,3,3,4,4,4,3,4,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,8,7,8,1,2,1,1,2,0,2,Male,Italy,2,2,0,1
,2020-04-07 13:02:48,Italian,0,0,0,0,0,1,2,1,-1,1,1,0,-1,1,-1,1,0,4,2,3,4,4,1,2,1,2,2,1,yes,,,helpful,yes,yes,yes,yes,yes,,yes,yes,yes,,,helpful,helpful,,helpful,,yes,yes,0,1,1,1,2,3,2,3,4,2,2,2,3,3,2,2,1,0,2,1,1,1,1,2,2,0,7,8,9,1,4,0,1,2,0,3,Female,Italy,2,2,0,0
,2020-04-07 13:14:01,Italian,0,0,0,0,0,1,2,-1,-1,0,-1,-1,-1,0,0,1,1,4,3,4,4,4,2,3,3,3,2,2,,,helpful,,helpful,helpful,yes,,yes,helpful,,,yes,,,,,yes,,,,yes,3,3,3,2,3,4,4,4,4,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,8,8,8,1,10,0,1,3,1,5,Female,Italy,3,4,0,1
,2020-04-07 13:35:01,Italian,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,,4,3,4,4,-99,3,3,3,3,3,2,helpful,,,helpful,yes,yes,yes,,yes,,yes,helpful,yes,helpful,helpful,,,yes,yes,,helpful,yes,4,4,4,4,5,,3,,3,,2,1,0,0,1,1,1,2,2,0,0,0,1,0,1,2,8,8,8,0,16,0,1,3,1,6,Female,Italy,3,3,0,1
,2020-04-07 13:38:33,Italian,0,0,0,0,0,1,3,-1,-1,1,-1,-1,-1,0,-1,1,4,3,2,3,4,4,-2,-1,2,1,3,-2,yes,helpful,helpful,helpful,yes,yes,helpful,helpful,yes,helpful,yes,yes,yes,helpful,helpful,helpful,helpful,helpful,both,,helpful,helpful,3,3,3,0,5,3,4,3,4,5,0,0,2,0,1,1,1,3,0,0,0,1,0,1,0,2,7,7,9,1,3,0,1,2,0,3,Female,Italy,2,2,0,1
,2020-04-07 13:53:30,Italian,0,0,0,0,0,1,2,0,-1,1,1,0,-1,0,1,1,0,4,2,4,4,4,2,3,3,3,-3,3,helpful,helpful,yes,helpful,helpful,yes,helpful,helpful,yes,helpful,yes,helpful,yes,helpful,,helpful,helpful,yes,yes,,helpful,helpful,2,2,2,2,3,5,5,5,5,5,3,1,2,4,2,2,3,0,2,2,2,2,2,2,2,0,7,10,6,1,22,0,1,3,0,7,Male,Italy,2,3,0,1
,2020-04-07 13:54:38,Italian,0,0,0,0,0,1,2,-1,-1,0,-1,0,0,0,1,1,1,2,2,3,4,3,2,3,3,3,2,2,yes,,,,yes,yes,,,yes,,,yes,,,,,,yes,yes,,,yes,4,4,4,4,5,3,3,3,4,4,4,1,1,1,1,1,1,3,3,1,1,1,1,1,2,3,7,10,9,0,32,15,1,4,,8,Male,Italy,1,2,0,0
,2020-04-07 14:09:34,Italian,0,0,0,0,0,1,3,1,-1,1,-1,-1,-1,-1,1,1,,2,0,1,4,3,1,2,2,2,2,2,helpful,helpful,yes,helpful,yes,yes,helpful,helpful,yes,helpful,yes,yes,yes,helpful,helpful,helpful,both,yes,yes,,yes,yes,5,3,5,5,5,3,3,4,3,2,2,1,1,1,1,1,0,0,2,1,1,0,1,1,0,0,6,7,7,1,4,0,1,4,0,4,Female,Italy,3,3,0,1
,2020-04-07 14:36:22,Italian,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,-1,1,1,0,3,2,4,4,4,3,3,3,3,1,1,yes,helpful,helpful,helpful,yes,yes,helpful,yes,yes,yes,yes,yes,yes,helpful,helpful,helpful,yes,yes,yes,,helpful,yes,5,5,5,4,4,5,5,5,5,4,3,0,0,0,3,0,1,0,3,3,0,1,3,1,0,1,7,8,9,0,20,0,1,3,2,7,Male,Italy,3,2,0,1
,2020-04-07 14:42:53,Italian,0,0,0,0,0,1,2,-1,-1,1,-1,-1,0,1,1,1,0,3,1,3,4,3,-1,3,3,2,1,1,yes,,yes,helpful,helpful,yes,helpful,helpful,yes,,yes,helpful,,,helpful,helpful,helpful,yes,yes,,yes,yes,4,4,4,3,4,1,4,1,3,1,0,0,1,1,1,1,0,0,2,2,2,2,1,1,0,0,7,8,8,1,16,0,1,4,2,6,Male,Italy,3,3,0,1
,2020-04-07 14:53:26,Italian,0,0,0,0,0,1,3,-1,-1,0,-1,-1,-1,-1,1,1,0,4,-99,4,4,4,-1,3,3,3,3,3,,,yes,,yes,yes,yes,,yes,yes,yes,yes,,,,,yes,yes,,,,yes,3,4,3,0,0,4,5,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,8,8,8,1,10,0,1,3,0,3,Male,Italy,1,3,0,1
,2020-04-07 14:56:06,Italian,0,0,0,0,0,1,2,1,0,1,0,0,-1,-1,1,1,0,4,2,3,4,4,2,2,3,3,3,3,,helpful,,yes,helpful,yes,helpful,,yes,,yes,yes,yes,,helpful,helpful,yes,yes,,,,yes,4,3,4,2,5,3,3,3,4,3,2,1,1,1,0,2,1,0,1,1,1,1,0,2,1,0,9,9,9,0,4,0,1,4,0,5,Female,Italy,4,,0,1
,2020-04-07 14:57:44,Italian,0,0,0,0,0,1,2,0,-1,1,0,-1,-1,-1,1,1,,3,0,4,4,2,2,2,1,3,2,2,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,yes,,yes,yes,,helpful,helpful,helpful,helpful,yes,,,helpful,helpful,3,3,3,3,4,5,5,5,5,5,2,2,1,2,1,2,2,0,2,2,1,0,1,2,0,2,8,8,10,1,1,0,1,4,0,2,Male,Italy,2,4,0,1
,2020-04-07 15:03:58,Italian,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,0,4,3,4,4,4,1,2,2,2,2,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,both,yes,yes,yes,yes,,yes,yes,4,3,4,4,4,4,4,5,3,4,3,1,2,2,2,3,2,1,2,1,1,1,1,1,2,1,9,9,8,0,1,0,1,4,0,3,Male,Italy,3,4,0,1
,2020-04-07 15:12:56,Italian,0,0,0,0,0,1,2,-1,-1,0,0,-1,-1,-1,1,1,0,4,3,3,4,4,-1,1,3,3,2,2,helpful,helpful,,helpful,,yes,helpful,yes,yes,,,,,,,helpful,,yes,,,,,4,3,3,2,3,4,4,2,2,3,,0,2,2,0,2,0,,,,2,,2,2,0,,7,7,8,1,20,0,1,3,1,7,Male,Italy,3,4,0,0
,2020-04-07 15:19:47,Italian,0,0,0,0,0,1,2,0,-1,0,0,,,,1,1,,4,-99,2,4,0,-1,-1,3,3,1,1,helpful,helpful,helpful,helpful,yes,yes,helpful,helpful,yes,yes,yes,yes,yes,helpful,helpful,helpful,helpful,helpful,yes,,yes,helpful,4,3,4,3,4,3,3,4,4,4,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,7,8,7,1,12,1,1,4,2,6,Female,Italy,3,4,0,1
,2020-04-07 15:24:07,Italian,0,0,0,0,1,0,2,0,-1,1,1,1,0,0,1,1,1,4,4,2,4,4,1,2,-1,3,1,1,yes,yes,yes,helpful,yes,yes,yes,yes,yes,helpful,yes,yes,yes,helpful,yes,yes,helpful,helpful,yes,,yes,yes,3,4,3,4,5,4,4,4,4,4,2,1,0,0,2,1,3,1,2,1,0,0,0,3,1,1,7,8,8,1,13,1,1,4,2,5,Male,Italy,2,3,0,0
,2020-04-07 15:27:31,Italian,0,0,0,0,0,1,3,-1,-1,1,1,-1,-1,0,1,1,0,4,1,3,4,4,-1,2,2,3,-3,-2,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,both,helpful,helpful,,helpful,helpful,helpful,helpful,both,helpful,,helpful,helpful,2,2,3,3,4,2,2,3,3,2,1,1,2,2,1,2,3,0,1,1,2,2,1,2,3,0,7,7,7,1,1,0,1,4,0,3,Male,Italy,3,4,0,1
,2020-04-07 15:40:11,Italian,0,0,0,0,0,1,2,1,1,1,1,1,0,-1,1,1,,3,2,3,4,3,-3,1,2,2,-1,-3,yes,yes,yes,helpful,yes,yes,yes,helpful,yes,,yes,yes,yes,helpful,helpful,helpful,helpful,helpful,yes,,helpful,yes,3,2,2,2,3,1,1,1,0,1,3,1,2,1,1,3,1,2,3,1,1,2,2,3,1,2,8,9,9,1,13,1,0,3,1,5,Female,Italy,2,2,0,0
,2020-04-07 15:48:14,Italian,0,0,0,0,0,1,2,0,-1,1,-1,-1,-1,-1,1,1,2,3,3,3,3,3,-2,-2,2,2,-1,-2,yes,,,,,yes,yes,yes,yes,,yes,yes,yes,,,,yes,both,,,yes,,3,3,3,3,4,1,1,0,0,1,2,1,1,1,1,1,0,0,2,1,2,2,1,2,0,0,6,7,5,1,1,0.1,1,5,1,5,Male,Italy,4,5,0,0
,2020-04-07 15:51:41,Italian,0,0,0,0,1,0,3,-1,0,1,-1,-1,-1,-1,1,1,0,4,4,4,4,4,-2,2,2,2,-2,-1,helpful,helpful,helpful,helpful,yes,yes,yes,helpful,yes,helpful,yes,yes,yes,helpful,helpful,helpful,yes,yes,yes,,yes,yes,4,4,4,2,4,4,4,1,1,3,2,2,2,0,3,2,3,0,2,2,2,0,2,2,3,0,9,8,8,1,3,0,1,4,0,3,Male,Italy,2,4,0,1
,2020-04-07 16:00:41,Italian,0,0,0,0,0,1,2,0,-1,1,-1,-1,-1,-1,1,1,0,1,0,2,4,4,2,3,2,1,1,-1,yes,helpful,yes,yes,helpful,helpful,yes,yes,yes,yes,yes,yes,yes,helpful,helpful,helpful,helpful,yes,yes,,helpful,helpful,,,,4,,,,,,,,,,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,1
,2020-04-07 16:06:47,Italian,0,0,0,0,0,1,2,-1,0,1,-1,0,1,0,1,1,0,4,2,3,4,2,2,1,2,2,1,-1,both,both,both,helpful,both,both,both,,both,,helpful,,,,,helpful,,both,,,,yes,1,1,1,1,2,4,3,3,3,3,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,7,8,8,1,8,4,1,2,0,4,Male,Italy,2,5,0,1
,2020-04-07 16:19:46,Italian,0,0,0,0,0,1,2,1,1,1,1,1,1,-1,1,1,1,4,-99,-99,4,-99,2,3,2,2,2,2,yes,helpful,yes,helpful,helpful,helpful,helpful,helpful,yes,,yes,helpful,yes,helpful,,helpful,helpful,helpful,,,,yes,3,1,3,2,3,2,2,2,3,2,3,1,0,0,0,3,2,0,3,0,0,0,1,0,2,0,9,9,10,0,35,0,1,3,0,9,Male,Italy,3,4,0,1
,2020-04-07 16:21:09,Italian,0,0,0,0,0,1,3,1,1,,1,1,,0,1,1,0,3,0,1,4,1,1,2,3,3,1,2,helpful,yes,helpful,helpful,yes,yes,helpful,helpful,helpful,yes,helpful,helpful,yes,helpful,helpful,helpful,helpful,yes,yes,,helpful,yes,3,2,2,3,2,5,5,5,5,5,3,1,1,2,1,1,2,2,3,1,1,1,1,1,4,2,8,8,8,1,14,0,1,4,2,6,Female,Italy,3,3,0,1
,2020-04-07 16:22:39,Italian,0,0,0,0,0,1,2,1,1,1,0,1,-1,1,1,1,0,3,0,1,4,3,1,2,3,3,3,3,yes,helpful,yes,helpful,yes,yes,yes,helpful,yes,helpful,yes,yes,yes,helpful,helpful,helpful,helpful,yes,yes,,yes,yes,4,4,4,4,3,1,1,3,1,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,8,9,9,1,15,3,1,2,0,6,Female,Italy,2,4,0,1
,2020-04-07 16:40:38,Italian,0,0,0,0,0,1,2,0,0,1,0,0,0,-1,1,1,,4,-99,4,4,4,3,3,3,3,3,3,yes,,helpful,yes,yes,yes,yes,yes,yes,,yes,yes,,,helpful,,,yes,yes,,,,3,4,4,3,4,4,4,4,3,3,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,7,9,8,1,1,,1,3,,2,Male,Italy,2,4,0,0
,2020-04-07 16:59:54,Italian,0,0,0,0,0,1,2,0,-1,1,1,-1,-1,-1,1,1,,2,0,3,4,2,-1,1,1,-2,-1,1,yes,,yes,,yes,yes,yes,yes,,yes,yes,,,,,,,yes,,,,yes,5,4,5,4,5,4,4,2,4,3,3,4,1,1,1,1,1,0,3,1,1,1,1,1,1,0,7,9,9,1,12,0,1,2,0,5,Male,Italy,2,2,0,1
,2020-04-07 17:29:03,Italian,0,0,0,0,0,1,3,0,0,1,0,-1,-1,-1,1,1,2,3,3,4,4,3,2,2,2,3,2,2,helpful,helpful,helpful,helpful,yes,yes,helpful,helpful,yes,helpful,yes,yes,yes,helpful,helpful,helpful,yes,yes,yes,,helpful,helpful,4,3,4,4,3,3,2,3,2,2,3,1,0,1,1,1,1,2,3,1,1,1,1,1,1,3,7,8,9,0,5,1,1,3,0,4,Male,Italy,4,4,0,1
,2020-04-07 17:36:28,Italian,0,0,0,0,0,1,2,1,1,1,1,-1,-1,-1,1,1,0,4,-99,3,4,4,3,2,2,2,2,2,,helpful,yes,helpful,yes,yes,helpful,,yes,,yes,,,,helpful,helpful,yes,yes,,,,yes,2,1,1,1,2,1,1,1,2,1,3,1,1,0,1,1,0,2,2,2,1,1,1,1,2,0,7,9,7,1,5,0,1,3,0,4,Female,Italy,3,4,0,1
,2020-04-07 17:47:41,Italian,0,0,0,0,0,1,2,-1,-1,1,1,0,-1,-1,1,1,0,4,1,3,4,3,-1,3,3,3,-2,-2,both,helpful,,,helpful,helpful,both,,yes,,yes,both,,,,,,both,yes,,,,1,1,1,1,2,4,5,4,5,3,4,0,1,1,0,1,1,3,4,0,1,1,0,0,1,3,5,8,10,1,8,0,1,1,0,4,Male,United States,4,5,0,1
,2020-04-07 18:31:14,Italian,0,0,0,0,0,1,2,1,-1,1,1,1,-1,-1,0,1,2,3,3,4,4,4,2,2,2,2,1,2,helpful,helpful,helpful,helpful,helpful,yes,yes,helpful,yes,,yes,yes,,,,yes,,yes,yes,,helpful,yes,2,2,2,3,2,1,1,1,2,1,3,0,1,1,1,1,0,1,3,0,1,1,1,1,1,1,5,6,6,1,1,0,1,3,0,3,Male,Italy,1,3,0,1
,2020-04-07 18:39:46,Italian,0,0,0,0,0,1,2,0,-1,1,-1,0,-1,-1,1,1,0,4,0,3,4,4,1,2,2,3,1,1,yes,,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,,,,yes,yes,yes,,,yes,4,5,5,4,4,3,3,3,4,3,3,1,1,1,1,1,0,2,2,2,2,2,3,3,0,0,8,8,6,1,1,0,1,3,0,5,Male,Italy,1,1,0,1
,2020-04-07 18:42:25,Italian,0,0,0,0,0,1,2,0,0,1,0,0,0,-1,1,1,,4,-99,3,3,3,3,3,3,3,2,1,,,,,,,yes,,yes,,yes,yes,yes,,,,helpful,yes,yes,,,yes,3,0,3,1,2,0,1,2,1,0,2,2,1,2,2,4,0,0,2,0,0,2,2,4,0,0,8,8,8,1,10,,1,2,,4,Male,United Kingdom,3,3,0,0
,2020-04-07 18:46:13,Italian,0,0,0,0,1,0,2,-1,-1,0,-1,0,0,-1,0,1,0,3,-99,3,4,4,1,3,2,-1,2,1,both,,,helpful,both,both,helpful,helpful,both,,,both,yes,helpful,,helpful,helpful,both,both,,,helpful,4,4,3,2,3,2,2,1,0,1,2,2,0,1,0,1,1,1,2,2,0,1,0,1,2,0,7,9,8,1,3,0,1,3,0,4,Male,Italy,2,2,0,1
,2020-04-07 18:56:18,Italian,0,0,0,0,0,1,2,1,1,1,0,0,-1,1,1,1,0,4,2,4,4,4,2,3,3,3,1,2,yes,,yes,helpful,yes,yes,yes,yes,yes,yes,yes,helpful,helpful,helpful,helpful,helpful,yes,yes,helpful,,yes,yes,4,3,4,4,5,3,3,3,0,2,3,1,2,2,2,2,1,2,3,1,2,3,1,2,2,2,4,8,8,1,11,0,1,5,0,4,Male,Italy,1,1,0,1
,2020-04-07 18:56:55,Italian,0,0,0,0,0,1,2,-1,-1,0,0,0,-1,-1,0,1,0,2,0,3,4,1,-3,1,-1,-3,-3,-3,helpful,,,helpful,,yes,helpful,helpful,helpful,,helpful,,helpful,helpful,helpful,,yes,helpful,,,helpful,,0,0,0,0,1,0,1,1,1,2,1,3,3,3,4,3,0,0,0,3,3,2,2,2,0,0,6,2,3,1,3,0,1,2,0,3,Female,Italy,3,2,0,0
,2020-04-07 19:49:08,Italian,0,0,0,0,0,1,2,1,0,1,0,0,-1,-1,1,1,,3,3,3,4,3,2,3,2,2,2,2,yes,,helpful,,,yes,,,yes,,,helpful,,,,helpful,helpful,helpful,helpful,,,helpful,4,4,4,3,3,1,3,1,1,1,2,1,1,0,2,2,1,1,2,2,2,0,2,2,0,0,7,7,6,1,5,1,1,1,0,4,Male,Italy,2,2,0,1
,2020-04-07 20:01:57,Italian,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,0,1,1,0,4,2,4,4,4,3,3,3,2,2,1,yes,helpful,helpful,helpful,yes,yes,yes,yes,yes,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,yes,yes,,helpful,yes,3,2,4,3,4,4,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,8,1,15,0,1,5,3,7,Male,Italy,3,1,0,0
,2020-04-07 20:15:49,Italian,0,0,0,0,0,1,2,0,-1,1,0,0,-1,1,1,1,0,4,2,3,4,2,1,2,-2,1,-2,-3,yes,yes,yes,helpful,helpful,helpful,helpful,helpful,yes,yes,yes,yes,yes,helpful,helpful,helpful,helpful,yes,yes,,helpful,yes,3,3,5,3,4,3,3,4,4,2,3,1,0,2,1,1,0,2,4,1,0,0,0,1,1,2,9,8,9,0,7,0,1,2,0,5,Male,Italy,1,2,0,1
,2020-04-07 20:26:33,Italian,0,0,0,0,1,0,2,0,1,1,-1,-1,-1,-1,1,1,,4,3,4,4,3,1,3,2,2,3,2,helpful,,,helpful,yes,yes,yes,,yes,,yes,yes,,,,,yes,yes,,,yes,yes,5,5,5,4,5,5,5,4,5,5,3,1,0,0,1,1,0,2,2,1,0,0,1,2,0,2,8,10,10,0,3,0,1,1,0,3,Male,Italy,3,5,0,0
