"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","FR3","FR2","FR1","FR5","FR6","FR4","FR8","FR9","FR7","FR10","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","OS21","OS3","OS22","OS17","OS5","OS12","OS16","OS6","OS14","OS15","OS11","OS8","OS2","OS4","OS13","OS18","OS20","OS19","OS1","OS9","OS7","OS10","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Children","Age","Gender","Country","Education","OrganizationSize","Disabilities","Timestamp"
16,"Spanish",1,0,0,0,0,0,0,2,1,-1,-1,0,-1,-1,1,1,-1,0,2,1,4,4,2,2,-2,2,-2,-2,-2,"helpful",,,"helpful","both",,"helpful","both",,,"both","both",,,,"both","both","helpful","both","both","helpful",,4,3,4,3,3,4,2,3,3,2,3,0,0,0,2,1,3,2,1,1,2,1,2,2,1,0,7,9,7,1,4,0,1,3,0,3,"Male","Spain",3,6,0,2020-04-06 15:57:00
17,"Spanish",1,0,0,0,0,0,1,2,1,-1,0,0,-1,-1,1,1,-1,0,1,3,4,4,3,3,3,3,3,3,3,,,"both",,"both","yes",,"both",,"helpful","both","yes",,,"yes","both","both","both","yes","yes","both",,5,4,5,5,5,5,5,5,5,4,2,0,1,3,2,2,0,1,2,0,0,0,0,0,0,2,7,8,8,1,13,0,1,4,2,5,"Male","Spain",3,5,0,2020-04-06 16:39:27
18,"Spanish",1,0,0,0,1,0,0,2,1,-1,-1,1,-1,-1,1,1,-1,1,2,-99,-99,4,4,2,-3,-3,1,-3,-2,,,,,"yes","yes",,"yes","helpful","yes","yes","yes",,"helpful","yes","yes",,"yes","yes","yes","yes",,4,3,4,4,4,1,1,1,1,1,3,0,1,1,1,1,,1,2,2,2,0,2,2,2,0,8,9,8,1,4,0,1,1,0,4,"Female","Spain",2,3,0,2020-04-06 16:47:34
19,"Spanish",1,0,0,0,0,0,0,2,0,-1,-1,-1,-1,-1,1,1,-1,,1,3,3,3,1,3,-1,3,-1,3,3,"yes","both","both",,"both",,,"both",,,"both","both","both",,,"both","both",,"both","both","both",,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,1,2,4,0,0,0,0,0,0,3,9,10,10,0,15,0,1,2,0,5,"Male","Spain",3,3,0,2020-04-06 16:51:20
20,"Spanish",1,0,0,0,0,0,1,2,1,-1,-1,-1,-1,-1,1,1,-1,0,3,4,4,4,4,3,3,3,3,3,3,,,"yes",,"yes",,,"yes",,,,,,,,"yes","yes","yes",,"yes","yes","yes",4,4,3,4,4,3,3,4,4,4,2,3,2,3,0,2,0,0,1,0,1,0,0,0,1,0,8,8,8,1,7,0,1,2,0,5,"Female","Spain",3,3,0,2020-04-06 17:11:14
21,"Spanish",0,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,-1,0,0,3,4,4,1,2,1,3,2,2,2,"yes",,"yes",,"yes","yes",,"yes",,,"yes","helpful","yes","helpful","helpful","yes",,,,"yes",,,4,3,5,4,4,4,5,4,4,5,2,0,1,1,1,1,0,2,2,3,0,1,0,0,0,1,9,9,9,1,35,0,1,4,0,8,"Male","Spain",2,2,0,2020-04-06 19:57:01
22,"Spanish",1,0,0,0,0,0,1,2,1,1,1,-1,-1,-1,1,1,-1,0,1,3,3,4,3,2,2,3,2,2,2,"helpful","yes","yes","yes","yes","yes","helpful","yes","helpful","helpful","yes","yes","helpful","yes","yes","yes","yes","yes","yes","yes","yes","yes",4,4,4,4,4,4,4,4,4,4,1,2,2,2,0,1,1,0,1,1,2,2,2,2,2,0,8,8,8,0,20,1,1,4,1,6,"Male","Spain",3,6,0,2020-04-06 20:56:35
23,"Spanish",0,0,0,1,0,0,0,2,1,-1,-1,-1,0,0,0,1,-1,,1,2,4,4,1,2,-2,2,-2,3,1,"helpful","both",,"yes","both","helpful",,"both","helpful",,,"yes","helpful",,"helpful","both",,"helpful","both","helpful","helpful",,4,4,3,4,4,3,4,5,5,5,2,1,0,2,1,3,0,1,2,2,1,2,1,1,2,0,9,9,8,1,4,0,1,2,0,3,"Male","Spain",2,2,0,2020-04-06 21:04:01
24,"Spanish",1,0,0,0,0,0,0,2,1,0,-1,1,-1,-1,1,1,-1,0,4,4,4,4,3,3,3,3,3,3,2,"yes","yes","yes","yes","yes","yes",,"yes","helpful","helpful","yes","yes","yes","helpful","yes","yes","helpful","yes","yes","yes","yes",,5,3,5,3,5,4,5,5,5,4,4,0,2,1,0,0,0,3,4,1,1,0,1,0,1,3,10,10,10,0,15,15,1,4,0,7,"Female","Ecuador",3,2,0,2020-04-07 03:18:50
25,"Spanish",0,0,0,0,0,0,1,2,0,0,0,-1,-1,-1,0,1,-1,1,0,4,4,4,2,3,3,3,1,3,3,,"helpful","yes","helpful","yes",,"helpful","yes","helpful",,"yes","helpful",,"helpful","yes","yes","yes","yes","helpful","yes",,,5,4,5,3,5,3,0,3,4,3,3,0,1,1,1,1,1,2,2,1,3,1,1,1,3,1,7,9,7,0,5,5,1,2,0,3,"Male","Spain",3,4,0,2020-04-07 05:51:18
26,"Spanish",1,0,0,0,1,0,0,3,1,-1,-1,-1,-1,-1,1,1,-1,1,0,1,4,4,0,-1,2,-1,-1,2,2,,"yes",,"yes","yes","yes",,"yes",,,,"helpful",,,,"yes","yes",,,"yes","yes",,4,4,4,4,4,3,3,4,3,3,1,2,1,1,1,1,1,0,2,1,2,1,1,1,2,0,9,8,7,1,3,1,1,4,0,3,"Male","Spain",3,2,0,2020-04-07 07:52:28
27,"Spanish",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,-1,1,1,-1,,2,1,4,4,3,2,2,2,1,3,2,"yes","yes","yes",,"yes","yes","yes","yes",,,,"yes","yes",,,"yes","yes","yes","yes","yes","yes","yes",3,4,4,4,4,4,2,4,4,3,3,0,1,0,0,0,0,2,3,0,0,1,0,0,1,3,7,9,8,1,8,1,1,2,0,3,"Male","Spain",2,4,0,2020-04-07 09:13:57
28,"Spanish",1,0,0,0,0,0,0,2,1,1,1,1,0,0,1,1,-1,0,2,0,3,4,0,-2,2,2,2,2,-1,"yes","yes","yes","yes","yes","yes","yes","yes","yes","helpful","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes",3,3,3,3,3,3,3,3,3,3,1,1,2,3,2,3,2,1,2,1,1,1,1,1,1,1,5,8,4,1,10,2,1,3,1,5,"Male","Spain",3,4,0,2020-04-07 09:27:18
29,"Spanish",0,0,0,0,0,0,1,2,1,-1,0,1,-1,-1,1,1,-1,0,1,1,3,4,-99,3,1,3,-3,2,3,"helpful","yes","helpful","helpful","helpful","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",3,3,4,3,3,2,2,2,2,2,3,0,0,0,0,0,0,3,2,3,4,3,3,1,0,2,9,10,7,1,10,0,1,1,0,4,"Male","Spain",3,2,0,2020-04-07 11:23:43
30,"Spanish",1,0,0,0,0,0,1,2,1,-1,-1,1,-1,0,1,1,-1,0,4,4,4,4,3,2,2,2,2,3,2,"yes","helpful","helpful","yes","helpful","yes","yes","yes","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful","helpful",4,1,4,3,1,2,3,4,2,2,3,2,2,4,1,1,1,0,1,1,1,1,1,1,1,0,8,9,9,0,14,8,1,3,1,5,"Female","Spain",3,6,0,2020-04-07 12:34:52
31,"Spanish",1,0,0,0,0,0,1,2,1,0,1,1,-1,-1,0,1,-1,1,0,4,4,4,1,1,2,2,2,2,-1,,"helpful","yes",,"yes","yes","helpful","yes",,,"yes",,"helpful",,,"yes","yes","yes","yes","yes","helpful",,2,2,4,4,3,3,2,3,3,3,,1,1,1,2,1,2,0,2,2,2,2,2,1,1,0,8,7,7,1,5,0,1,3,0,4,"Female","Spain",3,3,1,2020-04-07 13:19:05
32,"Spanish",1,0,0,1,0,0,0,2,1,-1,-1,-1,-1,-1,1,1,-1,2,0,3,3,4,3,2,1,1,2,3,-1,,,,"helpful","yes",,,"yes",,,"yes","yes",,,,"yes",,,,"yes","yes",,2,3,3,3,5,4,2,4,5,4,3,0,1,1,1,1,1,2,3,1,2,2,2,1,2,0,9,9,7,1,6,6,1,2,0,4,"Male","Spain",4,4,0,2020-04-07 13:33:10
33,"Spanish",1,0,0,0,0,0,1,2,1,-1,1,0,0,-1,0,1,-1,1,3,4,4,3,0,2,-2,1,2,2,-2,"helpful","helpful",,"helpful","both","yes",,"both",,,"both","helpful","helpful",,,"helpful","both","both","helpful","both","helpful",,4,4,4,4,4,3,2,3,3,4,3,0,1,2,1,1,1,2,1,1,3,2,2,2,1,-1,8,8,5,1,8,0,1,3,0,3,"Male","Canada",3,4,0,2020-04-07 16:17:56
34,"Spanish",1,0,0,0,0,0,1,3,1,-1,1,-1,-1,-1,1,1,1,2,2,4,4,4,1,3,-1,2,-2,-2,2,,"yes","yes",,"helpful",,,"helpful",,,,,"yes",,"yes","yes",,,"yes","yes","helpful",,1,1,2,2,3,3,3,4,4,4,2,2,2,3,2,2,1,0,3,0,1,1,0,0,1,1,6,7,8,1,11,0,1,2,0,5,"Male","El Salvador",3,4,0,2020-04-08 16:50:50
35,"Spanish",1,0,0,0,0,0,0,2,1,,1,1,-1,-1,1,1,1,2,1,4,4,4,2,3,2,3,1,3,3,,,"yes","yes",,"yes",,,,,"yes",,,,,,,"yes",,"yes",,,1,1,3,3,1,2,1,4,1,1,3,1,1,1,2,1,1,3,3,1,1,1,1,1,1,3,5,10,8,0,20,4,1,1,0,6,"Female","Spain",3,5,0,2020-04-09 08:50:41
36,"Spanish",1,0,0,1,0,0,0,2,1,-1,0,-1,-1,-1,1,1,-1,0,1,2,1,4,2,2,2,2,2,3,1,"helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","yes","yes","yes","yes","helpful","helpful",4,3,3,4,4,1,2,1,1,1,2,0,1,1,2,1,1,-1,1,1,2,2,1,1,1,0,7,7,6,1,1,0.1,1,3,0,5,"Female","Spain",2,2,0,2020-04-09 16:55:20
37,"Spanish",1,0,0,0,0,0,1,3,1,0,-1,-1,-1,-1,0,1,0,1,0,4,4,4,0,3,3,3,3,3,3,"yes",,"yes",,,,,"yes",,,"yes",,,,"helpful",,,,"yes","yes","yes",,5,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8,9,9,1,4,2,1,3,0,4,"Male","Spain",3,3,0,2020-04-11 19:06:11
38,"Spanish",1,0,0,0,0,0,1,2,1,-1,0,-1,-1,-1,0,1,0,1,3,3,3,3,2,-2,-1,2,-1,3,1,"yes","yes","yes","helpful","helpful","helpful","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","yes","yes","yes","yes","yes",3,4,2,4,4,4,3,2,3,4,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,8,8,6,1,1,0,1,6,0,2,"Male","Spain",2,6,0,2020-04-13 12:14:07
39,"Spanish",0,0,0,1,0,0,0,2,1,-1,-1,-1,-1,-1,1,1,-1,0,1,4,4,4,3,1,2,3,2,3,-2,,"yes","yes","yes","yes","yes","yes","yes",,,"yes","yes","yes","yes",,"yes","yes",,"yes","yes","yes",,4,4,3,5,4,5,4,3,4,4,3,0,0,2,1,1,0,2,3,1,2,1,1,0,0,2,8,10,8,1,15,0,1,3,1,6,"Male","Spain",4,6,0,2020-04-13 13:06:35
40,"Spanish",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,-1,1,1,-1,0,0,3,3,3,0,2,1,1,2,1,-2,,,,,,,,"yes",,,,,,,,,,,"yes",,,,3,4,3,4,3,3,3,1,2,2,2,2,1,1,0,1,0,1,1,2,2,2,1,1,3,0,8,9,6,1,19,3,1,3,1,6,"Male","Spain",3,2,0,2020-04-13 13:58:22
41,"Spanish",1,0,0,1,0,0,0,2,1,0,1,-1,1,-1,1,1,-1,0,3,3,3,4,3,3,3,2,3,2,1,,"both",,,"both","both","yes","both",,"yes","both",,"both",,,"both",,"both",,"both","both",,3,1,4,4,3,4,3,4,3,4,1,0,1,2,0,0,1,0,1,1,2,2,1,1,2,0,7,9,9,1,4,2,1,2,0,4,"Female","Spain",2,3,0,2020-04-13 14:25:57
42,"Spanish",1,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,0,1,-1,1,4,4,4,4,0,3,-2,3,-2,3,-2,"yes","yes","yes","yes","yes","yes","yes","yes","helpful","yes",,"helpful","yes","both","yes","yes","yes","yes","yes","yes","helpful",,2,4,4,3,2,1,0,1,0,3,0,1,3,2,0,1,0,0,0,1,3,2,0,0,0,0,8,8,6,1,6,0,1,2,0,4,"Male","Spain",3,4,0,2020-04-13 14:51:04
43,"Spanish",1,0,0,0,0,0,1,3,1,1,0,1,-1,-1,0,1,1,0,0,-99,1,4,0,2,2,2,2,2,1,"yes",,,,"helpful",,,"helpful",,,"yes",,,,"yes","yes","yes","yes",,"yes","yes",,3,2,3,3,3,3,2,3,3,4,2,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,9,9,9,1,4,3,1,4,0,3,"Male","Spain",3,2,0,2020-04-13 17:05:49
44,"Spanish",0,0,0,0,1,0,0,2,1,0,-1,-1,-1,-1,1,1,-1,0,2,4,4,4,2,1,-1,3,-2,3,-1,"yes","helpful","yes","yes","yes","yes","helpful","yes","helpful","helpful","yes","helpful","yes","helpful","yes","yes","yes","yes","yes","yes","yes","helpful",3,3,5,4,4,2,2,4,4,4,3,0,1,1,1,1,2,2,2,2,2,3,2,2,0,1,8,9,7,1,14,1,1,3,1,5,"Male","Spain",3,3,0,2020-04-13 18:31:55
45,"Spanish",1,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,1,1,-1,2,4,4,4,4,4,3,-3,3,-3,1,3,,,"yes",,"yes","yes",,"yes",,,"yes","yes",,,"yes","yes",,"yes","yes","yes",,,5,5,4,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,7,8,7,1,2,0,1,0,0,4,"Male","Spain",2,5,0,2020-04-13 19:53:57
46,"Spanish",1,0,0,1,0,0,0,2,1,-1,-1,0,-1,-1,1,1,-1,0,2,4,3,4,2,2,3,3,2,3,1,,"both",,,"both",,"helpful","both",,,"both",,"both","helpful","helpful","both",,,"both","both","helpful",,2,2,3,2,3,4,5,5,5,5,2,3,3,2,1,1,1,2,2,1,0,0,1,0,0,2,9,10,10,1,21,0,1,5,1,7,"Female","Spain",3,5,0,2020-04-13 20:36:09
47,"Spanish",0,0,0,1,0,0,0,3,0,-1,-1,-1,-1,-1,1,1,-1,0,0,2,3,4,0,3,-1,3,-2,3,1,"both","helpful","helpful","helpful","yes","helpful","helpful","yes","yes","helpful","yes","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful",3,3,4,4,5,3,3,1,4,1,3,0,3,1,1,3,1,2,3,1,2,2,2,1,1,2,5,8,7,1,6,6,1,3,0,3,"Male","Spain",3,2,0,2020-04-13 21:03:28
48,"Spanish",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,-1,1,1,-1,,4,0,0,4,0,1,2,2,2,2,-3,"helpful","yes",,"helpful","helpful","yes","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,15,0,1,4,2,5,"Male","Denmark",4,2,0,2020-04-14 04:28:07
49,"Spanish",1,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,-1,0,1,-1,0,2,3,4,4,4,3,1,2,-1,3,-2,,,"yes",,,"yes",,"yes",,,"yes","helpful",,,,,,,,"yes","yes",,3,2,3,4,3,3,2,3,2,4,3,0,1,2,0,0,1,3,1,2,2,2,1,0,2,1,6,8,6,1,2,0,1,4,0,3,"Male","Spain",3,6,0,2020-04-13 22:03:42
50,"Spanish",0,0,0,0,0,0,0,2,1,-1,0,0,1,0,1,1,-1,,0,2,3,4,2,2,-1,2,1,3,3,"yes","helpful","yes","helpful","yes","helpful","helpful","yes","yes","helpful","helpful","helpful","helpful","helpful","helpful","yes","helpful","yes","helpful","both","helpful","yes",3,2,4,3,3,3,3,4,3,3,0,0,0,1,1,1,0,3,1,2,3,2,2,2,1,0,9,9,7,1,15,15,1,6,3,6,"Male","Spain",4,4,0,2020-04-14 14:41:06
