"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","FR3","FR2","FR1","FR5","FR6","FR4","FR8","FR9","FR7","FR10","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","OS21","OS3","OS22","OS17","OS5","OS12","OS16","OS6","OS14","OS15","OS11","OS8","OS2","OS4","OS13","OS18","OS20","OS19","OS1","OS9","OS7","OS10","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Children","Age","Gender","Country","Education","OrganizationSize","Disabilities","Timestamp"
11,"Russian",1,0,0,0,0,0,1,2,1,1,-1,-1,-1,-1,1,0,-1,1,4,4,2,4,4,3,3,3,3,3,3,,,,,"yes","yes",,"yes","yes",,,"yes","yes","helpful",,"yes","yes","yes","yes","yes","helpful",,4,3,2,4,4,4,5,4,5,4,2,1,2,3,0,3,1,0,2,2,2,2,0,2,2,0,5,6,6,1,5,0,1,2,0,3,"Female","Russia",3,4,0,2020-04-07 17:52:51
12,"Russian",0,0,0,0,0,1,0,2,1,-1,-1,-1,-1,0,1,1,0,0,4,4,4,4,4,2,-1,2,-3,-1,2,"helpful","yes","helpful","helpful","helpful","helpful",,"helpful",,,"helpful","helpful","helpful","helpful","helpful","helpful","helpful","helpful","yes","yes","helpful",,4,4,5,4,4,2,2,3,3,4,2,2,3,3,3,1,1,1,1,2,3,3,2,2,1,0,8,8,7,0,3,1,1,2,0,3,"Female","Russia",3,2,0,2020-04-07 18:16:53
13,"Russian",1,0,0,0,0,0,1,1,-1,-1,0,-1,-1,-1,1,1,-1,0,0,2,3,2,-99,2,-3,-3,-3,3,-3,"helpful",,"yes",,"yes",,,"yes","helpful",,,"helpful","helpful",,,"yes","helpful","yes","yes","yes","helpful","helpful",3,1,2,3,4,4,1,0,0,1,2,1,2,2,1,2,1,0,2,2,2,1,1,1,0,1,6,7,6,1,4,7,1,2,0,3,"Male","Russia",3,2,0,2020-04-07 18:43:55
14,"Russian",1,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,-1,3,1,3,1,4,3,3,2,2,2,3,3,"both","both","both","both","helpful","both","helpful","both","helpful","both","both","helpful","helpful","helpful",,"both","both","both","both","both","both",,1,2,2,2,1,2,3,4,3,4,1,1,1,2,1,2,2,-1,1,1,2,2,2,2,2,0,8,6,8,1,6,0,1,1,0,3,"Female","Netherlands",2,5,0,2020-04-07 18:47:59
15,"Russian",0,0,0,0,0,0,1,2,1,-1,1,0,-1,1,1,1,0,0,3,3,0,3,-99,3,2,3,2,3,1,"yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","yes","helpful","helpful","helpful","yes","yes","helpful","yes","yes","yes","helpful",4,4,3,4,4,2,4,3,3,4,4,0,1,1,1,1,1,2,3,2,3,2,2,2,2,1,8,9,8,1,10,0,1,2,0,3,"Male","Russia",3,4,0,2020-04-07 18:51:46
16,"Russian",0,0,0,0,0,0,1,2,-1,-1,-1,0,-1,-1,1,1,0,3,3,4,3,3,4,3,3,3,3,3,3,"yes","helpful","yes","helpful","helpful","yes","helpful","yes","helpful","helpful","helpful","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","yes","yes",4,3,4,4,4,3,4,3,3,4,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,8,9,9,0,2,0,1,3,0,2,"Male","Russia",2,3,0,2020-04-07 19:04:50
17,"Russian",0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,1,1,1,2,3,4,4,2,3,1,2,2,3,1,,"yes","yes",,"helpful","yes",,"yes",,,"yes","yes",,,,"yes",,,"yes","yes","yes",,4,2,5,4,3,1,3,2,3,3,2,0,1,1,0,2,0,2,0,2,2,1,0,1,2,0,8,8,6,0,7,0,1,2,,3,"Female","Russia",3,3,0,2020-04-07 19:07:08
18,"Russian",1,0,0,0,0,1,0,2,1,0,-1,1,-1,1,1,1,1,0,0,4,1,3,2,3,3,3,3,3,-2,"both",,"both","helpful",,,"yes","both",,,,"helpful",,,,"both","both","both","both","both",,,2,1,4,1,3,0,1,1,1,1,1,1,2,3,1,3,3,-1,1,3,3,3,2,3,2,-2,5,6,3,1,15,3,1,1,0,5,"Male","Israel",1,4,0,2020-04-07 19:09:37
19,"Russian",0,0,0,0,0,0,1,2,1,0,-1,-1,-1,0,1,1,0,1,2,3,1,3,0,2,-3,2,-1,2,-2,"helpful","both","both","helpful","both","both",,"both","helpful","helpful",,"both","both","helpful",,"both","both","both","both","yes","both",,3,3,4,4,4,4,3,4,3,5,3,0,1,2,0,2,0,1,3,2,1,2,1,0,1,2,7,8,8,0,1,2,1,2,0,2,"Female","Russia",3,4,1,2020-04-07 19:19:15
20,"Russian",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,0,1,1,0,0,1,3,4,4,2,1,-1,-1,-1,1,-1,"yes","yes","yes","yes","yes","yes","yes","yes","helpful","helpful","yes","helpful","yes","yes","yes","yes","yes","helpful","yes","yes","yes",,3,3,3,3,3,4,4,3,4,4,2,1,2,2,3,3,3,-1,3,0,1,1,1,1,0,2,8,6,9,0,4,0.5,1,2,0,3,"Female","Russia",3,4,0,2020-04-07 19:21:16
21,"Russian",0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,4,1,1,-3,-3,-3,-3,3,-3,,,"helpful",,"yes",,,"yes",,,,"yes",,,,,"yes",,"yes",,"helpful","yes",2,2,2,2,3,1,1,1,1,0,0,0,2,3,2,3,3,-2,1,3,3,3,3,3,1,-2,3,3,3,0,13,2,1,3,1,5,"Male","Poland",2,5,0,2020-04-07 19:22:30
22,"Russian",0,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,3,0,-3,-3,-1,-3,1,-3,"yes","helpful","yes","helpful","helpful",,,"helpful","helpful",,,,"helpful","helpful",,"yes","yes","yes","yes","yes","helpful",,1,1,1,1,2,1,1,0,1,1,3,0,1,1,0,1,1,1,1,2,3,2,0,2,0,0,6,9,7,1,8,5,1,5,2,5,"Male","Russia",3,2,0,2020-04-07 19:40:24
23,"Russian",0,0,0,0,0,0,1,2,0,0,-1,-1,-1,-1,1,1,1,,1,4,3,4,1,2,2,3,1,3,1,"yes","yes","yes",,"yes",,"helpful","yes","helpful","helpful","yes",,"yes","helpful",,"yes","yes","yes","yes","yes","helpful",,3,2,2,4,2,4,3,4,4,5,1,1,1,2,1,1,1,0,2,0,1,2,1,0,1,1,8,8,9,1,5,1,1,2,0,3,"Male","Russia",2,3,0,2020-04-07 19:40:41
24,"Russian",0,0,0,0,0,0,1,2,0,0,0,-1,-1,0,1,1,-1,,4,2,-99,3,3,-3,-1,2,-3,2,-2,,,,"helpful","helpful",,,"yes",,,"yes","yes",,"helpful",,"yes","yes","yes","yes",,,,4,1,5,1,3,1,4,5,3,1,3,2,2,2,1,1,1,2,,,,3,,,2,,5,7,4,1,20,,1,3,1,6,"Male","Russia",4,3,0,2020-04-07 19:58:03
25,"Russian",1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,0,4,4,1,2,1,-2,1,-1,3,3,-3,,"both","both","helpful","helpful","both",,"both",,,"helpful","both",,,,"both","both","both","both","both","both",,5,5,5,4,5,4,3,1,1,2,1,3,1,1,0,2,1,1,1,4,3,3,2,3,3,-2,6,7,2,1,6,0,1,3,0,3,"Female","Russia",3,4,0,2020-04-07 19:58:44
26,"Russian",1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,0,0,3,1,3,3,1,3,3,3,3,3,3,,,"yes","helpful","helpful",,,"yes",,,,,,"helpful",,"yes","helpful","yes",,"yes",,,3,2,2,4,2,4,1,1,1,4,3,0,2,1,0,1,1,1,2,1,1,2,1,1,0,2,8,8,8,1,2,0,1,1,0,3,"Male","Russia",1,4,0,2020-04-07 20:10:54
27,"Russian",1,0,0,0,0,0,1,2,1,-1,-1,-1,-1,-1,1,1,1,0,3,4,3,3,3,3,1,2,2,2,1,"helpful","both","both","yes","both","yes","helpful","yes",,"helpful","both","helpful","both","helpful",,"yes","both","both","yes","yes","helpful",,4,4,4,3,3,4,4,2,4,3,2,0,0,1,1,1,1,1,2,1,1,0,1,1,0,0,8,8,8,1,15,0.2,1,2,0,6,"Male","Russia",1,3,0,2020-04-07 21:39:52
28,"Russian",0,0,0,0,0,0,1,2,1,0,1,-1,-1,0,-1,0,-1,0,2,4,3,4,0,3,-2,-1,-3,3,1,,,"both",,"both","helpful",,"yes",,,,,,,,"both","both","both","both","both","yes",,4,2,2,2,3,4,2,3,4,4,2,0,1,2,0,3,2,1,3,3,1,1,2,2,0,1,7,8,8,1,7,2,1,2,0,3,"Male","Russia",2,3,0,2020-04-07 21:58:34
29,"Russian",1,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,0,0,-1,0,4,1,2,3,3,3,1,1,1,3,1,,"helpful","yes","helpful","helpful","yes",,"helpful","helpful",,"yes","yes",,,,"yes","yes","yes","yes","yes","yes",,1,1,3,4,2,4,1,2,3,3,1,0,2,2,2,2,2,0,1,2,2,3,1,1,0,1,7,5,6,1,8,0,1,3,0,3,"Male","Russia",3,4,0,2020-04-08 10:40:02
30,"Russian",1,0,0,0,0,0,1,2,1,-1,-1,-1,-1,-1,1,1,0,0,1,3,4,4,4,2,-1,1,-1,2,-1,"both","both","both","both","both","both",,"both",,,"both","yes","helpful",,,"both","both","both","both","both","both",,2,3,2,2,2,1,1,1,1,4,2,0,1,1,2,1,1,0,0,3,4,3,1,3,0,-3,8,9,2,1,5,0,1,2,0,3,"Male","Russia",2,6,0,2020-04-08 04:28:32
31,"Russian",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,-1,0,1,1,0,1,3,4,2,0,3,-1,3,1,3,2,"both",,"both",,"both","both","both","both","both","helpful",,"yes","helpful",,,"both","both","both","both","yes","both","helpful",4,1,5,2,3,3,3,4,3,3,1,0,2,3,2,3,2,0,2,1,1,1,1,1,1,0,6,6,6,1,5,2,1,2,0,2,"Male","Russia",3,4,0,2020-04-08 05:57:19
32,"Russian",0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,,3,3,3,4,4,1,1,1,2,2,1,"yes","yes","yes","yes","yes","yes","helpful","yes","helpful","helpful","yes","yes","yes","yes","helpful","yes","yes","yes","yes","yes","yes","helpful",3,3,4,4,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,1,2,-1,8,8,5,1,13,0,1,3,1,4,"Male","Australia",3,4,0,2020-04-08 06:00:55
33,"Russian",0,0,0,0,0,0,1,3,0,-1,-1,0,-1,-1,0,1,-1,0,3,2,3,3,1,1,-1,2,1,2,3,,"yes","yes",,"yes","yes","helpful","yes",,"yes","yes","yes",,,,"yes","yes","yes","yes","yes",,,4,4,4,4,4,2,1,2,2,3,3,0,0,1,0,0,1,2,3,2,1,1,1,2,0,0,6,8,6,1,4,0,1,3,0,3,"Male","Russia",3,3,0,2020-04-08 06:12:33
34,"Russian",1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,-1,0,2,3,1,2,4,2,-1,2,-1,2,-2,"yes","helpful","yes","helpful","yes","yes","yes",,"helpful","helpful","yes","helpful","helpful","helpful",,"yes",,,"yes","yes","yes",,3,3,5,5,4,2,3,3,4,3,1,0,3,4,2,4,3,-2,1,4,3,1,3,3,2,-2,8,4,2,0,9,0,1,2,0,3,"Female","Russia",3,2,0,2020-04-08 08:18:50
35,"Russian",1,0,0,0,0,0,1,2,1,0,0,-1,-1,-1,1,1,-1,0,2,3,3,3,2,2,1,2,1,2,1,,"yes","helpful","helpful","yes","yes",,"yes","yes",,,"yes",,,,"yes","yes","yes","yes","yes","yes",,3,3,3,3,3,3,2,2,3,4,2,1,1,1,1,1,2,0,2,1,1,1,1,1,1,0,8,6,7,1,6,0,1,2,0,3,"Male","Russia",3,1,0,2020-04-08 08:20:42
36,"Russian",1,0,0,0,0,0,1,3,0,-1,0,1,-1,1,0,1,1,0,4,4,3,4,1,3,1,2,3,3,-2,"helpful","yes","yes","yes","yes","yes","helpful","yes","helpful","helpful","yes","yes","helpful","helpful","helpful","yes","yes","yes","yes","yes","yes","helpful",4,2,4,3,3,2,0,2,2,1,2,2,1,1,0,2,1,0,1,3,3,2,1,3,3,-1,10,10,5,1,0.5,0,0,2,0,2,"Male","Russia",1,4,0,2020-04-07 22:08:40
37,"Russian",1,0,0,0,0,1,0,2,-1,-1,-1,-1,-1,-1,,,,0,1,3,2,4,2,3,1,2,1,1,-1,,"yes","helpful","yes","yes","yes","helpful","yes","helpful","helpful","yes","yes","helpful","helpful","helpful","yes","yes",,"yes","yes","yes",,4,3,4,3,4,3,3,3,3,3,0,0,3,4,2,4,4,-1,0,4,4,4,4,4,0,-1,10,3,2,0,6,0.2,1,1,0,3,"Female","Russia",3,3,0,2020-04-08 13:10:13
38,"Russian",1,0,0,0,0,1,0,1,1,0,0,0,-1,1,0,1,0,0,1,3,4,2,3,2,-2,1,-1,2,1,"yes","yes","yes","helpful","yes","yes","helpful","yes","helpful","helpful","both","yes","yes","helpful","yes","yes","both","helpful","yes","yes","yes","helpful",4,4,5,4,4,1,1,1,2,1,3,2,1,1,1,1,1,2,2,2,2,3,2,2,3,1,7,8,6,0,1,0,1,2,0,2,"Female","Russia",2,2,0,2020-04-08 13:55:22
39,"Russian",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,0,0,1,-1,0,4,3,3,4,4,3,3,3,3,3,2,"yes","yes","yes",,"yes","yes","yes","yes","helpful","yes","yes","yes","yes","yes",,"yes","yes","yes","yes","yes","yes",,4,4,4,4,4,4,4,4,4,4,2,1,1,1,0,1,1,0,0,2,2,2,1,2,1,-1,7,7,5,1,5,0,1,1,0,3,"Male","United Kingdom",3,6,0,2020-04-08 15:10:09
40,"Russian",0,0,0,0,0,0,1,2,1,-1,-1,-1,-1,0,0,1,-1,0,3,2,4,3,0,3,2,1,3,1,-2,,"yes","yes","yes","yes","yes","helpful","yes","helpful",,"yes","yes","helpful","helpful",,"yes",,,"yes","yes","yes",,2,1,3,3,3,1,3,3,3,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,3,0,7,8,6,0,2,0,1,2,0,3,"Female","Russia",3,4,0,2020-04-08 15:50:04
41,"Russian",0,0,0,0,0,1,0,2,1,0,0,-1,-1,-1,1,1,-1,,1,1,2,3,1,2,2,2,2,2,2,,,"yes",,"yes",,,"yes","helpful",,,"yes",,,,"yes","yes","yes","yes","yes","yes",,2,3,2,2,2,3,4,4,4,3,1,0,1,2,2,2,3,0,2,1,2,2,1,1,1,1,8,7,8,1,8,0,1,2,0,3,"Female","Russia",3,4,0,2020-04-08 15:51:19
42,"Russian",0,0,0,0,0,0,1,2,0,0,0,-1,-1,-1,0,1,-1,0,3,3,4,3,2,2,1,2,2,2,2,,,"yes","yes","yes","yes",,"yes","helpful",,"yes","yes",,"yes",,"yes","yes","yes","yes","yes","yes",,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,5,5,5,1,5,2,1,2,0,5,"Male","Sweden",2,3,0,2020-04-08 15:52:20
43,"Russian",0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,0,1,-1,0,3,3,4,3,2,3,-1,3,2,3,2,"yes","yes","yes","yes","yes","yes",,"yes","helpful",,"yes","yes","yes",,,"yes","yes","yes","yes","yes","yes",,3,3,2,4,4,4,2,1,4,4,2,0,1,1,1,1,1,1,1,2,2,1,2,1,1,0,7,8,7,1,4,0.3,1,2,0,3,"Female","Russia",2,4,0,2020-04-08 15:52:26
44,"Russian",0,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,1,0,0,4,4,4,1,1,1,3,-2,3,-2,,"yes",,,"yes","yes",,"yes","helpful","yes","both","yes",,,,"yes","yes","yes","yes","yes","yes",,4,3,4,5,4,3,3,3,3,3,1,0,1,1,1,3,2,0,1,2,3,2,1,3,0,0,9,7,5,1,11,1,1,3,1,3,"Male","Germany",3,4,0,2020-04-08 15:52:54
45,"Russian",0,0,0,0,0,0,1,2,1,-1,0,-1,-1,-1,-1,1,-1,0,0,-99,2,2,-99,-2,-3,-2,-3,-1,-2,,,,,"helpful",,,,,,,,,,,"yes","yes","yes","yes",,,,4,3,3,4,4,1,2,2,3,3,2,2,1,2,1,2,1,1,1,3,2,2,2,1,2,-1,10,8,5,0,12,1,1,1,0,5,"Female","Russia",3,2,0,2020-04-08 15:53:07
46,"Russian",0,0,0,0,0,0,1,2,1,0,-1,-1,-1,-1,1,1,-1,0,2,0,2,3,1,2,-1,-1,2,2,-1,,"both",,,"both","yes","helpful","both","helpful",,,"both","helpful","helpful",,"both","yes","yes","both","yes","both",,3,3,3,3,3,3,2,2,3,3,2,0,1,,1,1,1,0,1,3,3,3,2,2,0,-2,7,7,5,0,1,0,1,2,0,2,"Female","Russia",2,4,0,2020-04-08 15:54:39
47,"Russian",0,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,-1,0,1,4,4,3,3,2,1,2,-1,2,-1,"yes",,"yes","helpful","yes","yes","helpful","yes","helpful",,"yes","yes","helpful",,,"yes","yes","yes","yes","yes","yes",,2,3,3,4,4,4,3,3,2,3,1,0,2,2,2,3,2,0,0,2,2,2,3,2,0,-1,8,7,6,1,27,1,1,2,0,7,"Female","Russia",4,4,0,2020-04-08 15:55:03
48,"Russian",0,0,0,0,0,0,1,2,0,0,-1,-1,-1,0,1,1,1,,1,1,1,3,3,1,-3,3,-3,3,-2,"both",,"both","both","helpful","both",,"both",,,"both","both",,,"helpful","both","both","both","both","both","both",,3,2,5,2,4,0,0,1,1,1,2,0,1,1,0,2,2,0,1,3,4,3,2,4,1,-2,7,6,2,1,1,,1,1,,2,"Male","Russia",1,4,0,2020-04-08 15:55:20
49,"Russian",1,0,0,0,0,0,1,3,0,-1,-1,-1,-1,-1,1,1,-1,0,4,4,4,4,4,2,2,3,2,3,2,"yes","yes","yes","yes","yes","yes",,"yes","helpful",,,"yes","yes","helpful",,"yes","yes","yes","yes","yes","yes",,3,4,3,3,4,4,3,4,4,5,2,0,1,1,0,1,1,1,2,1,1,1,0,1,0,1,7,7,7,1,2,0,0,2,0,2,"Male","Russia",3,4,0,2020-04-08 15:55:56
50,"Russian",0,0,0,0,0,1,0,3,-1,-1,-1,0,-1,-1,0,1,-1,0,4,2,4,4,3,2,3,2,3,3,2,,,,,,,,"yes","helpful",,,"yes",,,,"yes","yes",,"yes",,"yes","yes",3,3,4,3,4,2,2,3,2,3,3,0,3,2,0,3,1,2,1,2,2,2,1,2,1,0,6,9,7,1,3,0,1,2,0,2,"Male","Russia",3,3,0,2020-04-08 15:57:18
51,"Russian",1,0,0,0,0,0,1,2,1,-1,0,1,-1,-1,-1,1,-1,0,1,4,4,4,1,-2,-1,1,3,3,-2,"yes","yes","yes","helpful","yes","yes","helpful","yes","helpful","helpful","yes","yes","yes","helpful",,"yes","yes","yes","yes","yes","helpful",,3,2,1,0,1,3,2,1,3,3,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,8,7,7,1,5,0,1,2,,4,"Female","Germany",3,4,0,2020-04-08 15:58:28
52,"Russian",1,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,1,1,-1,0,2,4,3,3,1,2,1,1,3,2,-1,"yes",,"yes","yes","yes","yes",,"yes",,"yes","yes","yes","yes",,,"yes","yes","yes","yes","yes","yes",,5,3,4,4,4,2,1,2,3,2,2,0,1,1,1,2,1,0,1,3,3,2,2,3,2,-1,7,7,5,1,6,0.5,1,2,0,3,"Male","Russia",4,4,0,2020-04-08 16:00:58
53,"Russian",0,0,0,0,0,0,1,2,1,-1,-1,0,-1,-1,0,1,-1,0,1,4,2,3,2,3,3,2,3,3,3,"yes","yes","yes",,"yes","yes",,"yes",,,,"yes","yes",,,"yes","yes","yes","yes","yes","yes",,3,3,4,4,4,4,3,4,4,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,7,7,0,7,0,1,5,3,4,"Male","Russia",2,4,0,2020-04-08 16:01:08
54,"Russian",1,0,0,0,0,0,1,2,-1,-1,0,-1,-1,0,1,0,-1,0,0,2,0,3,1,1,-2,1,-2,1,1,,"helpful","yes","helpful","helpful","yes","helpful","yes","helpful","helpful","yes","yes","yes","helpful","yes","yes","yes","yes","yes","yes","yes","helpful",3,3,3,3,3,2,1,0,2,2,2,1,2,1,0,2,1,1,1,1,2,3,1,2,1,0,8,9,7,0,2,0,1,3,0,3,"Female","Russia",1,4,0,2020-04-08 16:02:00
55,"Russian",1,0,0,0,0,1,0,2,-1,-1,1,0,0,1,1,1,1,1,4,4,4,4,4,-1,-1,1,1,1,-1,"helpful","helpful","yes","helpful","helpful","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful",3,3,4,3,3,2,2,3,3,4,2,1,1,2,2,2,2,0,2,,2,2,2,2,2,0,7,7,7,1,6,0,1,2,0,3,"Female","Russia",3,2,0,2020-04-08 16:02:49
56,"Russian",0,0,0,0,0,0,1,2,1,-1,-1,0,-1,0,1,0,1,,2,4,3,3,1,2,1,3,2,3,2,,"yes",,"helpful","helpful",,,"yes","helpful",,,"yes","helpful",,,"yes","yes","helpful","yes","yes","yes","yes",3,3,4,2,2,4,4,4,4,5,1,1,2,2,2,3,2,0,2,2,1,2,1,2,0,1,6,7,8,1,8,0,1,1,0,4,"Male","Russia",3,3,0,2020-04-08 16:04:21
