"Timestamp","ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Age","Gender","Country","Education","OrganizationSize","Disabilities","OS1_y","OS1_h","OS2_y","OS2_h","OS3_y","OS3_h","OS4_y","OS4_h","OS5_y","OS5_h","OS6_y","OS6_h","OS7_y","OS7_h","OS8_y","OS8_h","OS9_y","OS9_h","OS10_y","OS10_h","OS11_y","OS11_h","OS12_y","OS12_h","OS13_y","OS13_h","OS14_y","OS14_h","OS15_y","OS15_h","OS16_y","OS16_h","OS17_y","OS17_h","OS18_y","OS18_h","OS19_y","OS19_h","OS20_y","OS20_h","OS21_y","OS21_h","OS22_y","OS22_h","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience"
"2020-03-27 18:56:02 UTC",11,"English",0,0,0,0,0,1,0,3,1,4,5,5,4,5,4,5,5,5,4,4,3,5,4,5,5,2,4,3,3,4,1,2,2,2,2,1,6,3,2,2,2,2,1,1,5,7,8,7,1,5,0,1,3,"Male","United Kingdom",3,5,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,2,0,0,-3.1
"2020-03-27 19:01:51 UTC",12,"English",0,0,0,0,0,0,1,4,1,3,4,5,NA,5,2,5,3,5,5,5,5,5,3,5,2,1,2,2,1,3,3,4,3,3,3,4,4,3,3,3,2,3,3,3,4,6,6,5,1,1,0,1,2,"Male","Nepal",3,2,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,2,0,-1.2
"2020-03-27 19:02:12 UTC",13,"English",1,0,0,0,0,0,1,2,2,5,5,5,3,5,3,6,3,6,2,5,5,6,5,6,5,5,6,6,5,3,1,3,3,3,3,3,4,3,3,3,3,3,3,1,4,8,8,8,0,5,1,1,6,"Male","United States",3,4,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,-3
"2020-03-27 19:02:54 UTC",14,"English",0,0,0,0,0,0,1,3,1,4,3,4,1,5,4,4,5,5,4,5,4,5,4,5,4,2,3,3,4,3,2,1,2,2,2,2,4,3,3,3,2,2,2,3,4,8,8,7,1,1,0,0,2,"Male","United States",4,2,1,1,0,0,1,1,0,NA,NA,1,0,1,0,1,0,1,0,1,0,NA,NA,1,0,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,0,1,0,0,1,1,0,1,0,1,2,0,0.2
"2020-03-27 19:03:11 UTC",15,"English",0,0,0,0,0,0,1,3,5,1,3,5,4,4,2,6,3,6,3,4,4,5,5,5,3,2,3,4,4,3,1,3,2,2,2,1,5,2,2,3,2,3,3,1,4,5,7,5,1,10,0,1,4,"Male","United States",4,4,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,0,-2.5
"2020-03-27 19:05:10 UTC",16,"English",0,0,0,0,0,0,1,3,1,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,2,3,4,4,4,3,2,2,1,2,2,7,2,3,4,3,1,4,4,3,5,7,4,1,8,7,1,4,"Male","Ireland",3,4,1,1,0,1,1,0,1,NA,NA,NA,NA,1,0,1,0,1,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,1,0,1,0,1,0,0,0.2
"2020-03-27 19:08:26 UTC",17,"English",1,0,0,0,0,0,1,3,4,4,4,5,2,5,3,5,5,5,5,5,5,6,5,5,1,2,2,1,5,3,2,1,3,1,1,1,4,1,1,1,1,1,1,1,4,5,5,6,1,0.5,0,1,5,"Male","United States",3,2,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,NA
"2020-03-27 19:08:49 UTC",18,"English",0,0,0,0,0,0,1,3,1,5,5,5,1,4,4,3,5,5,6,6,5,5,5,5,5,2,2,3,4,3,1,1,1,3,2,1,4,2,3,2,2,3,1,1,4,7,7,6,1,1,0,1,2,"Male","Russia",3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,2,0,NA
"2020-03-27 19:11:43 UTC",19,"English",1,0,0,0,0,0,1,2,5,5,5,5,5,5,6,6,6,6,4,6,4,6,4,5,3,4,4,4,5,3,1,2,3,3,3,3,5,3,2,2,2,2,2,3,5,7,8,8,1,9,0,1,5,"Male","United States",3,6,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,NA,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.4
"2020-03-27 19:13:56 UTC",20,"English",1,0,0,0,0,0,1,3,1,5,5,5,1,6,5,6,6,6,6,5,2,4,3,4,4,3,5,3,5,3,1,2,2,1,3,2,4,3,1,1,1,1,2,1,5,8,7,8,1,1,0,1,3,"Male","United States",4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,-1.9
"2020-03-27 19:14:07 UTC",21,"English",1,0,0,0,0,0,1,3,1,4,5,4,4,6,4,5,4,6,3,4,4,5,5,5,5,3,5,4,4,4,1,2,2,2,2,2,6,4,3,3,3,3,2,1,6,8,8,6,0,1,0,1,4,"Male","United States",4,3,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,-2
"2020-03-27 19:20:56 UTC",22,"English",0,0,0,0,0,0,1,3,5,5,4,4,5,5,4,5,4,4,4,3,3,2,5,4,5,4,2,5,4,3,1,1,4,2,4,2,5,3,2,2,1,2,1,1,5,6,7,7,1,7,0,1,3,"Male","Russia",4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,0,1,1,2,0,-4.1
"2020-03-27 19:21:12 UTC",23,"English",1,0,0,0,0,1,0,3,5,5,5,4,5,6,6,6,6,6,2,5,5,5,6,5,4,3,3,3,3,5,1,2,2,2,2,1,7,2,4,5,4,4,4,1,2,7,8,5,1,8,4,1,4,"Male","Italy",3,2,1,1,1,0,1,1,1,NA,NA,1,1,1,1,1,1,0,1,0,1,1,0,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,0,1,0,1,2,1,0,-0.3
"2020-03-27 19:28:18 UTC",24,"English",0,0,0,0,0,0,1,3,3,5,4,5,5,4,5,4,4,5,1,5,4,5,5,5,2,1,2,2,1,4,2,3,2,2,2,2,7,2,4,4,4,4,4,4,1,8,9,3,1,4,0,1,2,"Male","United States",2,6,3,1,1,0,1,1,1,NA,NA,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,-3.1
"2020-03-27 19:31:15 UTC",25,"English",1,0,0,0,0,0,1,3,3,5,5,5,3,6,6,6,6,6,4,5,4,5,5,5,4,3,4,3,3,5,1,2,2,2,3,1,7,4,3,3,2,3,1,2,7,7,9,7,1,12,12,1,5,"Male","United States",4,2,1,1,0,0,1,1,0,NA,NA,1,0,1,0,1,0,NA,NA,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,NA,NA,1,0,1,1,0,NA
"2020-03-27 19:34:49 UTC",26,"English",1,0,0,0,0,0,1,3,4,5,5,5,4,6,5,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,1,2,2,3,2,1,7,5,2,2,2,2,1,1,7,3,7,7,1,10,0,1,5,"Male","United States",3,4,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-3.6
"2020-03-27 19:44:43 UTC",27,"English",1,0,0,0,0,0,1,3,1,3,5,5,1,6,5,6,5,6,1,5,3,6,3,5,5,3,6,6,5,3,1,1,2,1,1,1,4,3,1,1,2,1,2,1,4,8,8,8,1,5,0,1,3,"Male","Slovakia",2,5,1,1,0,0,1,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,NA,NA,1,0,1,1,0,-4.1
"2020-03-27 19:45:19 UTC",28,"English",1,0,0,0,0,1,0,3,5,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,1,1,1,1,1,1,6,5,1,1,1,1,1,1,6,7,8,8,1,2,1,1,2,"Male","United States",3,6,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,NA,NA,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,2,1,0,NA
"2020-03-27 19:46:06 UTC",29,"English",1,0,0,0,0,0,1,3,2,5,4,5,3,6,5,6,5,6,5,5,5,5,5,5,5,3,3,2,2,4,1,2,2,1,1,1,6,4,1,3,3,1,2,2,5,6,9,7,1,9,3,1,4,"Male","Netherlands",1,2,1,1,1,1,1,1,1,NA,NA,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,0,1,1,0,0,NA
"2020-03-27 19:47:38 UTC",30,"English",0,0,0,0,0,1,0,3,2,4,4,4,4,1,2,3,3,1,1,1,3,4,3,5,4,1,4,4,3,2,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,7,6,5,1,14,0,1,6,"Male","United Kingdom",5,3,3,NA,NA,NA,NA,1,1,NA,NA,0,1,1,1,1,1,0,1,1,1,NA,NA,1,1,1,0,NA,NA,0,1,0,1,NA,NA,0,1,1,1,1,1,1,1,NA,NA,1,1,2,1,1,1.1
"2020-03-27 19:47:52 UTC",31,"English",1,0,0,0,0,0,1,3,5,5,5,5,4,3,5,6,5,6,1,5,5,5,5,5,4,3,4,5,3,5,3,2,2,3,2,1,6,4,3,2,2,1,2,3,6,6,10,9,1,18,8,1,5,"Male","Canada",3,3,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,NA,NA,0,1,1,1,1,1,NA,NA,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,-2.1
"2020-03-27 19:48:02 UTC",32,"English",0,0,0,0,0,0,1,3,3,2,2,5,2,4,5,5,5,5,5,4,3,4,4,3,5,4,4,4,5,4,3,3,3,3,3,2,5,2,3,4,3,3,4,3,3,6,8,4,1,6,0,1,3,"Male","Serbia and Montenegro",3,2,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,NA,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,4,0,-3.2
"2020-03-27 19:49:04 UTC",33,"English",1,0,0,0,0,0,1,2,NA,5,3,4,5,5,4,6,3,4,5,5,5,5,4,5,5,6,5,5,6,3,1,4,3,2,3,3,6,4,2,2,2,2,2,1,6,8,7,8,1,0,0,1,1,"Male","Latvia",2,3,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,1,1,1,0,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,1,1,2,0,-3.1
"2020-03-27 19:52:01 UTC",34,"English",0,0,0,0,0,0,1,3,5,5,5,5,2,6,5,4,6,6,3,4,6,5,6,5,5,4,6,4,5,3,1,2,2,1,2,3,7,3,3,3,3,2,3,1,7,8,8,8,1,25,0,1,7,"Male","Canada",3,4,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,1,1,0,-2.6
"2020-03-27 19:52:35 UTC",35,"English",0,0,0,0,0,0,1,3,1,4,5,1,1,5,5,6,5,5,4,5,6,6,6,5,6,6,6,6,6,5,4,5,4,4,4,5,7,4,4,4,4,4,4,4,7,8,9,9,1,1,1,1,1,"Male","Slovakia",2,2,1,NA,NA,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,NA,NA,0,1,0,1,0,1,0,1,0,1,1,0,1,0,NA,NA,0,1,1,0,0,1,1,1,0,NA
"2020-03-27 19:54:10 UTC",36,"English",1,0,0,0,0,0,1,3,1,4,5,4,1,5,5,5,1,5,1,4,2,5,5,5,4,2,4,4,6,3,3,4,3,2,3,2,6,3,2,3,3,2,2,3,6,7,8,9,1,2,0,1,3,"Male","United States",2,4,1,NA,NA,0,1,NA,NA,0,1,NA,NA,0,1,0,1,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,0,1,0,1,1,0,1,1,NA,NA,NA,NA,1,1,1,1,0,-1.8
"2020-03-27 19:56:25 UTC",37,"English",1,0,0,0,0,0,1,3,3,4,2,5,4,6,6,5,5,6,5,2,1,2,2,2,5,5,5,5,3,2,1,3,4,4,4,4,5,3,2,2,3,2,2,3,6,7,7,8,1,8,0,1,5,"NB","Canada",2,2,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,-1.3
"2020-03-27 19:57:07 UTC",38,"English",1,0,0,0,0,0,1,3,1,2,4,5,1,5,5,5,6,6,4,4,2,4,4,5,4,5,4,4,5,5,1,2,2,3,3,1,6,5,2,3,3,3,1,1,6,8,8,7,1,1.6,0,1,4,"Male","Israel",3,2,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,1,2,0,-3.6
"2020-03-27 20:07:20 UTC",39,"English",0,0,0,0,0,0,1,3,4,4,4,5,3,4,6,6,5,6,2,5,4,5,4,5,5,5,5,5,5,4,1,1,2,2,1,1,6,3,2,3,3,2,3,2,4,7,9,7,1,1,0,1,4,"Male","Belgium",2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,NA,NA,0,1,1,0,NA,NA,0,1,0,1,0,1,0,1,1,0,1,0,1,0,NA,NA,1,0,1,1,1,-3.6
"2020-03-27 20:09:45 UTC",40,"English",0,0,0,0,0,0,1,4,5,5,5,5,5,6,4,6,5,6,4,2,2,4,3,4,2,2,4,2,3,3,2,2,2,2,3,2,5,2,3,2,3,2,2,3,4,6,8,7,1,15,11,1,4,"Male","United States",3,3,1,1,0,1,0,1,0,NA,NA,0,1,1,0,1,0,NA,NA,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,1,0,-2.7
"2020-03-27 20:12:09 UTC",41,"English",1,0,0,0,0,1,0,3,1,4,2,5,3,6,4,4,5,6,5,3,3,4,5,4,4,2,2,3,3,1,1,3,3,3,2,2,4,1,3,3,3,3,3,3,3,8,6,5,1,6,0,1,3,"Male","United States",2,3,3,1,1,NA,NA,1,0,NA,NA,1,1,1,0,1,1,0,1,1,0,NA,NA,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,NA,NA,1,1,2,0,0,-1.5
"2020-03-27 20:12:45 UTC",42,"English",0,0,0,0,0,0,1,3,2,4,5,5,3,6,5,6,5,6,1,6,4,5,5,5,4,4,4,4,4,3,2,1,3,2,4,3,3,3,3,3,3,3,3,3,3,10,7,7,1,1,0,1,2,"Male","Romania",4,4,1,1,0,1,0,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,1,0,1,2,0,-2.6
"2020-03-27 20:15:45 UTC",43,"English",0,0,0,0,0,0,1,2,4,5,5,5,5,6,4,5,5,5,4,3,3,5,5,4,5,3,4,4,4,5,2,3,4,3,3,2,6,4,2,3,3,3,2,3,6,7,9,9,1,2,0,1,2,"Male","United States",3,5,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,1,1,0,NA
"2020-03-27 20:20:08 UTC",44,"English",1,0,0,0,0,0,1,3,3,5,5,5,3,2,5,6,5,5,2,4,5,5,5,5,3,3,4,4,4,3,1,1,2,1,2,1,6,3,2,2,2,1,2,3,6,8,10,8,1,16,1,1,5,"Male","United States",3,2,1,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.7
"2020-03-27 20:20:42 UTC",45,"English",1,0,0,0,0,0,1,4,1,5,4,5,2,6,6,4,4,5,4,2,1,2,1,2,5,4,2,4,3,4,3,2,3,2,3,3,6,3,4,2,3,2,2,4,6,7,7,7,1,7,0,1,4,"Male","France",4,6,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.7
"2020-03-27 20:26:32 UTC",46,"English",0,0,0,0,0,1,0,3,5,4,5,5,1,6,5,2,4,3,6,3,4,4,4,5,5,3,6,4,3,3,1,3,3,1,2,3,4,2,3,4,3,1,4,3,2,5,6,4,1,5,0,1,3,"Male","United States",3,3,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,0,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,-3.9
"2020-03-27 20:36:08 UTC",47,"English",0,0,0,0,0,0,1,3,4,5,4,4,NA,6,3,4,3,6,3,4,4,5,5,5,2,2,2,2,1,3,4,3,5,3,4,4,4,2,3,5,3,NA,3,4,2,5,7,3,1,2,0,1,4,"Female","Canada",3,2,1,1,0,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,0,1,1,0,NA,NA,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,0,1.7
"2020-03-27 20:41:35 UTC",48,"English",0,1,1,1,1,1,0,1,1,NA,1,1,1,5,2,3,4,4,6,6,6,6,6,6,1,1,1,1,1,2,4,5,2,3,4,5,7,1,4,3,2,5,3,5,7,2,9,10,1,19,0,1,6,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,0,4.7
"2020-03-27 20:45:06 UTC",49,"English",1,0,0,0,0,1,0,3,4,5,5,4,2,4,2,5,3,4,2,3,1,4,4,3,4,3,5,4,3,4,1,3,3,2,4,3,5,3,2,4,3,2,2,1,5,8,8,5,1,4,0,1,2,"Male","United Kingdom",3,1,NA,0,1,0,1,0,1,0,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,0,1,2,1,0,-2.6
